TEAM_ABBREVIATION	COMMENT
MIA	Wow, huge upset over the Pistons!
DET	No luck for the Pistons 🙁
MIA	Miami Heat will be stronger in the playoffs🔥🔥🔥
MIA	Nice job Miami! Beat the worst team in the league! ☘️
MIA	Dan Lavoie Heat in 6
MIA	😂 sound slow asl
MIA	🔥
MIA	🍀 on paper are the top team in the East. Adorable. Let's go Heat! 🔥
MIA	Butler is on 🔥
DET	The pistons Definitely need new coaches
	My man Tyrese Haliburton! The 🐐 🔥 🔥🔥
	My favorite player Tyrese Haliburton.. 😂😂😂😂
	Groundhog Day! Heat vs. Celtics in ECF
MIA	Sell Inger Heat
MIA	Playoff Jimmy is defrosting
MIA	💪💪💪
	I thought he was Tyrese😳
MIA	Jimmy does it
MIA	Heat Nation‼️💯
MIA	The screen says he got 24
	SPURS VS PISTON SA FINALS💪🔥
	❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
MIA	Erick Soliva grabe lost streaks ng pistons
	🙏❤️❤️❤️🙏🤞
MIA	GO to Olympics Jim...
	NBA tried to be slick deleting the post, but we all saw.
	Peter Georgeades lol what happen?
	Peter Georgeades 
DET	Against the pistons thou
MIA	George Yung Jung a win is a win. Pretty sure they all pros
DET	Cas Steelo yea I was just hatin a bit cause the pistons beat my bulls the other day lol
DET	George Yung Jung man them Pistons been stubborn past couple games they better than the Wizards imo
DET	George Yung Jung pistons has solid lineup looking forward for next year not my team but future is bright for pistons
DET	George Yung Jung Pistons have been close with other good teams this year. They gave Boston a run for they’re money. So just because its Detroit don’t mean shit.
DET	Piston going 9.60
MIA	Heat🔥👊
	Detroit Pistons Vs Miami Heat
	This is clearly Tyrese Haliburton of the Indiana pacers what are yall talking about?
DET	"Where is the ""it's just the pistons"" comment? 🤔"
	Reggie Demmons 
MIA	Come on man, they where only playing the worse team in the NBA...
MIA	He will never get a chip, so sad
MIA	Yes, Himmy is in playoff mode right now and will lead us. The squad will follow #HEATCulture
MIA	I will beat Jimmy. 😳😤🏀🥳🐏💨🔥
	I was gonna say.. that does not look like Tyrese Haliburton..
MIA	A beautiful achievement.
MIA	Win from the worst team in the leauge. Just sayin.
MIA	🤣🤣🤣
MIA	Janmark Clavecillas Ibero east no. 1 spot baby. Miami hopefuls got lucky last year. This year aint yow year
DET	🤣😂. Your team has 1 championship the past 36 years 🤦🏽‍♂️🤦🏽‍♂️
MIA	Mervyn J Priela maybe not maybe yes. But sure as hell it will not be Miami. Hahaha
MIA	Neil Ryan Tabiolo Parac would it be better off if they lost 5 of the last games?
	Mervyn J Priela say it again without crying
	Neil Ryan Tabiolo Parac I just said it again without crying… so are you gonna answer the question?
	Neil Ryan Tabiolo Parac 
	👀 when you see it.
	Here they come
	Looks like the 2k17 player model 😂
	Lez go 🔥🔥
	What the celtics documentary is going to end with
DET	Does beating Detroit count?
	save cade en em
	https://youtu.be/iTBURG8lWms?si=kqWRM5mnKhEhez1h
	Still alive
SPAM	Meanwhile to everyone that's reading this, am an RnB singer and wish to be followed by you 🙏🏼would really appreciate 💕
SPAM	"THIS IS MY WAY OF HELPING OUT THOSE FACING CHALLENGES THIS YEAR, I'll SUPPORT SEVEN INDIVIDUALS WITH 6 GRANDS WHO WRITES TO ME USING THE PHRASE ""GOD DID"""
	9-52 is crazy work 🔥🔥
	🔥🔥
MIA	Mervyn J Priela after losing 7 straight games and Kendrick Perkins going on live national tv and saying Jimmy and the heat need to part ways
MIA	🤣😂🤣, everyone that knows ball knows Miami is always dangerous in the playoffs 🤦🏽‍♂️
DET	Pistons is the samba of the NBA 🤣🤣🤣
SPAM	Investment is the best way to generate more income for yourself. Trading and investing with a super platform and a trusted account manager. Mrs. Hendrick Jennifer. I earned a profit of 10% daily and a total of $6,300 after 7days of successful trading a… Wyświetl więcej
SPAM	I'm YouTube video editor
DET	Against the mighty Pistons😜
	https://www.facebook.com/share/d1hk3FHQX2xEA74F/?mibextid=adzO7l
	https://www.facebook.com/share/d1hk3FHQX2xEA74F/?mibextid=adzO7l
MIA	Himmy 🪣 Time .
MIA	Jimmy Butler
SPAM	"I'M LEGITIMATELY PAYING 5 GRANDS TO The First 7 Person To Message Me ""DIFFICULT TIMES "" Cus I'm Blessed Being A Millionaire💰🇺🇸🇨🇦"
	https://m.facebook.com/groups/670614088496429/?ref=share&amp;mibextid=NSMWBT
	🔝BiGGESTTTTTT!!!!!!!🔝🏆
MIA	Jimmy Butler my hero.Miami princess,heat nation 👹💋🍭😤😤😤😤😤😤😤😤
MIA	Playoff Jimmy is coming...
MIA	PLAYYOFF JIMMY IS ON🔥
	NBA is so lame
	About time
	幹你娘nba
	Bulls fan, who often remembers Jimmy G getting traded from the Bulls on my bday. SMH
	Mitchell Farrell sos
	Jarryd Brown danger
MIA	HEAT 2024 WORLD CHAMPS CONFIRMED
	https://youtube.com/shorts/qH9y824Gkr8?si=pXFbqUxSpXCsTSE9
