TEAM_ABBREVIATION	COMMENT
MIL	Can’t keep a good team down 👏🏾👏🏾  keep watching 🏀
	Charlotte Hornets Vs Milwaukee Bucks
MIL	Go Bucks! 🦌🏀👏
MIL	💪
CHA	It was the hornets calm down. Still first round exit
CHA	Todd A. Norin name one time they've ever been a first round exit lol
CHA	Todd A. Norin they arent portland
CHA	Todd A. Norin we beat Timberwolves after all stars their 1st on western conference table
CHA	Todd A. Norin hornets has the #1 defense in the league.: what are you talking about?
CHA	Todd A. Norin hi handsome you are right
	Todd A. Norin don't you gotta be a miserable trailblazers fan somewhere else?
	Todd A. Norin you’re from Oregon? How’s that NBA team doing?
MIL	Giovanni Alvarado gonna win the title man
CHA	Todd A. Norin same hornets that beat the celtics
	Todd A. Norin I'm glad you're 🥰🤗 you're a NBA fan. It will be so nice to go to the stadium 🏟️ to watch the match together 🤗😍😍.im right in AUSTRALIA 🌏
	Todd A. Norin
MIL	Like I said no Bucks will be beaten by the Hornets 👀
CHA	That’s crazy!! It’ll still be Heat in 6 come playoffs.
MIL	Scotty Monaghan bucks 2-1 vs  heat
MIL	Keep em coming (the wins)Dame from the outside!,Giannis from the inside Good game Bucks
MIL	Wow three straight Rivers is coach of the year
MIL	Cute! You Beat a Bottom Barrel Team! Well done! Now come do that in Boston!!!
	Brian Wayne Boyett 135 102 vs  Boston bandwagon
MIL	Rico DeMeo come on down Clowns! Milwaukee AINT SHIT! If yall wanna Celebrate this tonight 🤣🤣🤣
	Brian Wayne Boyett win a championship this decade please before taling crap
	Rico DeMeo it's coming this year, keep sleeping
	Murilo Sccp wtf are you talking about
	Brian Wayne Boyett not winning shit bucks in 6
	Brian Wayne Boyett didn't they already blow out Boston?
	Terrell Velazquez blew them out as well.🤷‍♂️
MIL	Brian Wayne Boyett where!? Bucks lost by 3 points in the first match up. Bucks won my 33 in the second match up 🤔
	Terrell Velazquez ok congrats this season you had one game over us! Who's looking up to who by a margin and who's healthier than can be at the right time!
	Brian Wayne Boyett you're embarrassing yourself. You're celebrating regular season stands now? Setting the bar low. What has Boston won in the last decade?
	Brian Wayne Boyett 11/22 119-116 - Celtics, 1/11 - 135-102 - Bucks. Where’s the blowout you’re referring to?
	Brian Wayne Boyett
MIL	Brian Wayne Boyett that's rich since the celtics lost to Charlotte lol. Bucks are getting better and celtics may be good in the regular season but brown and Tatum choke harder then a $2 whore in the post season lol. Atleast the bucks won a chip recently
	Camma Fordham we lost to alotta teams even got out ass Beat still the Best Team in the league by a margine and still willing games!
MIL	Milwaukee is 8.5 games back we both won a game rather by 3 or 30 🤷‍♂️
	Brian Wayne Boyett so what last championship was
	Brian Wayne Boyett you are right you are going to be regular season champs with best record!!!
	Rico DeMeo 🤣🤣🤣🤣🤣🤣 OK buddy 🤘
	Brian Wayne Boyett Ahh the same Boston that we beat earlier this year where the Celtics starters didn't play the 2nd half because they down 50 pts? Sit down lmao
	Ean Michael Boone seen you in the playoffs!
	Brian Wayne Boyett they'll be there!
	See yall on the playoffs!!!
	Brian Wayne Boyett we already beat Boston 135-102
	Brian Wayne Boyett didn’t Boston lose to them? Oh
	Brian Wayne Boyett people that can’t even get picked to play at LA Fitness in a 5 on 5 game always got something to say about someone
	Brian Wayne Boyett we already have beat Boston lmao
	Hunter Kolberg do it again when it matters though.🤔
MIL	Brian Wayne Boyett now you bring up when it matters 🤣 thought you was just talking about regular season saying congrats on beating the hornets now come do it to Boston we already have beat you. Bucks can beat the Celtics when it matters too don’t forget that
CHA	Brian Wayne Boyett Wait, didn't Boston lose to the Hornets last time they played? 🤔
	Brian Wayne Boyett hahahaha.. You are funny hahaha. Forgot what happened last game with Celtics.. Hahaha
	Brian Wayne Boyett game before they beat the sixers in Philly
	Brian Wayne Boyett we already did 135-102 remember that?
MIL	Brian Wayne Boyett the bucks did that this year and last year? Lol try again, your comment is irrelevant.
	Brian Wayne Boyett this bottom barrel team beat the Celtics
MIL	Doc Rivers job is safe for the next week!
SPAM	Mike Visconti Can I cash app you💰?? If yes drop your cash tag❤️or PayPal link  Apple Pay Zelle and venmo
