TEAM_ABBREVIATION	COMMENT
GSW	Lakers Win GSW Lose. Great day
GSW	good news.. LAKERS w0n.. GSW go hOme 🤭😆
GSW	Warriors is the best forever still solid💪💪💪
	Riden B. Wale still solid nang imo tuli
GSW	🤷🤣 the dirty team ever😁 did you realize all of their championship rings came for injury tactics? 🤷🤭
	Riden B. Wale congrats WARYUTT sa TALU
	Riden B. Wale solid sa purok 10
	good game lakers😘😘😘😘
	Trade Curry to the Pistons so that the Warriors can go back to their best performance
	🤣😂😂
GSW	What a great Saturday Lakers win, gsw lose
IND	What an awesome day! Lakers won and GSW get an L yet again! Oh yeah! 😜😅🫶🙌👏😂
	😂😂😂😂
	😅
IND	What a beautiful day Lakers win GSWD lose 😌😌🤣🤣🤣
IND	Greatest Players by each team:
	Good job-laker fan
IND	LAKERS WIN  💜💛,
	He is absolutely the new version of Steve Nash
GSW	Warrios led 12 points from the first quarters.
IND	Lakers Wins and Golden Warriors lose 😂😂😂 great night
IND	Lakers win and Gsw loss what a happy day 😂💜💛
IND	LA win, warriors lose... very very nice day
IND	What a great start for the Holy Week. Lakers won, GSWD lose. 😎😎
IND	3 more games and the Rockets will overcome Warriors.
GSW	Warriors are an average team now....Hard to imagine Curry on another team
GSW	The race for the 9th seed continues, between Lakers and Warriors
GSW	Bill Elvis it’s not looking like a race. The lakers are starting to separate with multiple wins while the warriors are adding more losses
GSW	They should start sending Draymond to injure other opponent 🤣
IND	Great win Pacers  keep 🏀🏀🏀🏀
	Indiana Pacers Vs Golden State Warriors
IND	Lakers win, Warriors lose have a nice day. Haha 😂
IND	What a lovely day 😅😅
	we will see on the last game for playin... Who will survive 💪
IND	Lakers win, gswd lose. Today is the best day 🎉🎊
IND	Lakers Win and Golden State Warriors lose what a fantastic night
GSW	Warriors eyeing for 10th spot; they want lakers to be their matchup in the play in. heart of a champion
IND	✅ lakers win gsw loss ❌ what a, wonderful day🙄😄
GSW	Where is the 3 pointer shooter 😅
GSW	Warriors are downright bad right now. I don't think they'll make it. Houston might play damage b ball.
	9 and 10 seed, same team. Nothing change! All gonna cry soon 🤣 dont assume that you team is up. Play-in is play-in
GSW	They don't know how to win with other teams except to LAKERS  😂😂😂
IND	I knew it... Ez win for pacers🥴
GSW	Warriors vs lakers play-in tournament 🔥in Los Angeles
IND	Yes yes yes it's a big YES.win by bron, warriors can't step forward
GSW	Nvm y'all are playing good, y'all won.
IND	Best shooters of sometimes
	HOUSTON, we have a problem ✅⋯⋯ROCKETS have won 7️⃣ in a row and catching up with the WARRIORS 🤔
IND	WARRIORS LOSE LAKERS WINS WHAT A GREAT DAY TODAY🔥😅
IND	LAKERS WIN!💜💛
	Definitely cade Cunningham better than curry trade draymond klay and curry for cade
IND	What a wonderful amazing marvelous day GSWD back to 11 wow what a nice move yes sir😋😋
	6/18 greatest shooter of see more.... 🙈
IND	what a great day😊
IND	Wonderful day Today 🤗
GSW	Lakers will fall down 🙏🙏
IND	He was a problem before the injury, if he gets back to form Indiana could make some noise in the playoffs
IND	Pace playoffs series 1-4 😂
GSW	Don't sleep on Rockets 🤣🤣🤣
	Week gsw Lakers very strong
IND	What a nice day!!! Warriors lose Lakers win😤😤😤
	6/18, Greatest shooter of All Time 😇
IND	Remeber this when he beat you in overtime
GSW	Jonathan Jones I'm a Golden State Warriors fans
GSW	would GSW able to get into the play-offs?
IND	When the warriors lose America wins 🥳
GSW	When GSW fans says a mickey mouse tournament won by lakers but they lost against the pacers  hahaha
GSW	What a good day indeed 👀
IND	The Play-In this year is very nice
GSW	Yare warrior the rocket is climbing
IND	That smile says it all. Knew it was still there and never lost faith in him
IND	Great dub Pacer Nation!!! Rest up! Gotta be fresh for Lakers clippers back 2 back! Revenge game for the IST loading 😎
IND	what a day
GSW	😂🤣
GSW	Everybody is beaten the warriors
IND	What A Great Road Win For The Pacers
IND	Glad to see another warriors loss 🥹
IND	Winners
GSW	GOLDEN STATE CHOKERS 🔥
IND	This should be Pacers win news.. but majority of the comments were from Lakers Fans.. 😅😅😅
IND	It was a tough game...
GSW	GSW loses often in their own court! 🤣
IND	hahahaha..what a nice day..🤣🤣🤣
GSW	To everyone saying oh Lakers better than warriors may I remind you what curry did to LeBron when he was on the Cavs what was it oh 3 rings to 1 ring I'm sorry but try again PS maybe just maybe not letting LeBron become GM saying I want my friends on my team now they ruined the Lakers future have fun once LeBron leaves or retires
GSW	Warriors had a cool run,but that’s over now. Time to breakup the band.
IND	Awesome
IND	Well done Tyrese , got that W💯
GSW	accept the Truth gstae fans your trash team wont make playin mark my words because rockets are on a winning push
GSW	Gsw will not gonna win if no one will get injury in their opponents especially superstar/allstar 🤷🤣 the dirty team ever😁 did you realize all of their championship rings came for injury tactics? 🤷🤭
IND	Great game
GSW	My team.lost but they have been fantastic ! Steph Currey.is formidably in his execution of winning shots! 3 pointers No One can match!
	i ❤️ 8 😂😂
GSW	Warriors loss for celebrating too early. 😂😂😂😂😂😂😂😂😂😂😂😂they will not go far if they make the playoffs. 💯
IND	Bonus round😂
	Congrats WARYUTT sa tambakulz
IND	Congrats idol
	LAKERS WIN
GSW	GS chasing Houston😅
GSW	Lakers happy win but GSW loser sad 😢
GSW	Warriors fans right now😄
IND	Congratulations
GSW	Pass the ball stephen curry trust your teammates🤭🤣🤣
	Samuel Castillo
	Jordan Plater
	Jan Alfonso Javelona Escobar
	Jack El Bamboo
GSW	😂😂😂
	Cruz Matito Gian
	Abad Miah
GSW	🤣🤣🤣
	Adrian Lola Auro
	Normel Kyth Malazarte
	Myko Fontanosa pilde ya, hahaha
	Mark Jayrick Escoto Santos
	陳冠丞李廷軒
	劉哲綸 勇士不會輸
	黎晃希Wangchun Shum
	Edwin Mackendji
GSW	😂😂😂
GSW	💪🏽😂🤣
GSW	🤌🏻❤️✨
GSW	A Golden State loss is always satisfying.
IND	💪💪💪
	Chen
GSW	Warriors Lose
	Lakers win...gtae lose...what a great moment
GSW	Trade Klay Thompson, no defense
	Lakers win Gsw Lose great play👌👍😂
	2 big block against curry
IND	When the Warriors lose, it's a hell of a great day😂😂😂
GSW	GSW FANS
IND	#LETSGOPACERS
	my parlay was under 242
IND	He has been in a lil bit of a funk since all star break, maybe he was injured and not at 100%, hope this is the healthy version here on out
GSW	My boys are cooked
IND	haliburton the new daddy of steph curry
IND	😘
GSW	Warriors no Defense, questionable
	Wawa man warriors.
	BEAUTIFUL PRINCESS 👑
	L state Warriors
	Call Durant
