TEAM_ABBREVIATION	COMMENT
MIA	🔥🔥🔥🔥🔥
POR	60 point blowout...
MIA	Lets go heat
MIA	Super close one!
MIA	Broo the score
MIA	What kind of score is that? It so disappointing that there is a score like that in NBA.
POR	How does an NBA team of professional athletes lose by 60?
MIA	Heat has very inconsistent season
MIA	60 points apart!! What an emphatic victory.
MIA	2nd biggest lead this season behind PORTLAND blowout loss against Oklahoma City.
	If Bryant can do that every game, who knows how far we can make it Anthonny
MIA	Playoffs gonna be good this year
MIA	60 points that's gotta be a record
MIA	Let's go Heat  🔥
	Portland Trail Blazers Vs Miami Heat
POR	As an Oregonian, cant our team just be good FINALLY and not be an embarrassment 😭😂 #DamePleaseComeBack
MIA	Consistency is the key..too achieve more
MIA	Winning🔥❤️
	Will Wemby be first in the league?
MIA	insane
MIA	👌🏀🏀
	Leonardo Class
POR	😂😂
MIA	🏀🏀🏀🔥🔥🔥💪🏾💪🏾💪🏾
MIA	🔥🔥🔥
MIA	First time I see such a blowout and it was from my team! Let’s go HEAT!
POR	60 points??
MIA	amazing
POR	Bounce Back Blazers 😭
	wg mo kmi lokohin rey parks..😅
MIA	No highlights from this game?? Nba really disrespect Miami Heat  all the games today except miami had their highlight plays.
POR	LOL embarassing.
POR	Insane 60 points difference 😂😂
POR	60 points lost 🫣🤮
MIA	No mercy!
POR	Wow, Trail Blazers don’t believe in playing defense 😂 😆 😝
POR	lmao 60 pts gap lead
POR	60pts.?is this nba???
	Black coaches who know that they are in terrible situations and stay are carrying the narrative of so many people who don’t like the color of their skin.
POR	Where is DominAyton? 🤣🤣🤣
MIA	Terry Rozier
	Why is Coach playing for Lottery picks,He won't there next season.
	Massacre
MIA	Unbelievable Dominating Performance For The Heat
	Matthew Wolf told me this is the best league in all of sports.
MIA	60 point win??? Geez!
POR	Embarrassing AF!!!💯🤦🏽‍♂️😄
	👀
	Goaaaawd dayuuum
POR	Geezus
