TEAM_ABBREVIATION	COMMENT
	Battle for who gets relegated to G League
	🤷🏻‍♂️
	😆
DET	Great player, poor team
	🤷🏻‍♂️
DET	Justin Miller poor team
DET	Justin Miller cunningham/pistons = dame/blazers
DET	Justin Miller very young. Let’s not think the pistons situation is like Washington or anything. This team is very young and some may not make the cut but they have some room for optimism
DET	Stefano Ferrari I agree the dude plays well but the team chemistry ain’t there with all of em
DET	They might get more wins than Lions did...barely
DET	We coming for that  # 1 spot!! Lol
DET	He will be paid a max when he isn't even a 3 on a great team
CHA	Hornets had 2 free throws in the first half  players play differently when they know calls are going their way
CHA	Jonathan Willoughby and 7/27 In 3 points shots jajajajaja
	a preview of 2090 ECF FINALS
DET	Dishing points to the Wizards and Pistons back to back
	The battle of the minions 2.0
DET	Someone had to win that game lol
DET	clash of titans
DET	Needed one more 3 lol good game
DET	Cade Cunningham come out blazing
DET	Congratulations Detroit Pistons
DET	👏🏽👏🏽👏🏽👏🏽
CHA	The Hornets and Wizards are way worse compared to Detroit
DET	Charlotte Hornets Vs Detroit Pistons
	The two weakest team met. Poor Barbie.
	Yall really make a post about 22 points.....
	My Goodness I’m Not Sure Which Worst Team In NBA Will Clinch Worst Record In NBA Before Regular Season Wraps Up Next Month Before NBA Draft Lottery Coming Up In May
	Matthew Lausmann shut up
	Duelo de muertos perdedores, jajaja
	Sorry ass bro always kill my slips
	mao ra gyud na ang kaya nila pildihon
SPAM	兩個爛隊看誰比較爛
	My god its so funny (sad)
DET	Pistons now better than Wizards 🤣
CHA	Hornets should have won
DET	Cade Cunningham
SPAM	https://www.facebook.com/share/r/kjW5D5Rr7Ge3Pkzs/?mibextid=WC7FNe
SPAM	Things are kinda tough atm especially this time of the year so l’m gifting 5 grands to the first 10 people to message me with “TOUGH” let’s spread love and end inhumanity.
DET	THE PISTONS ACTUALLY WON 11 MATCHUPS IN A SEASON?????
SPAM	"Gifting 5 grands to the first five people to hit me up ""GOOD GOD "" Y'all stay blessed"
SPAM	"Things are kinda tough am especially this time of the year so I'm gifting 3 grands to the first 5 people to message me with ""TOUGH TIMES "" let's spread love and end inhumanity."
	Poor Cade
SPAM	https://www.facebook.com/profile.php?id=61557386271652 please like and follow my page for NBA Highlights Live Sports &amp; E-Sports
SPAM	🎁The Best #skincare for Face🎁
SPAM	NEW Sna… Wyświetl więcej
SPAM	"""Dive into the world of modern dating with 'Alpha Male Strategies: Empowering Men with Dating Tactics in the Era of Social Media.' This insightful guide offers actionable strategies for navigating the complexities of relationships, empowering men to em… Wyświetl więcej"
SPAM	"Unlock the secrets of authentic alpha living with 'The Ultimate Guide to Alpha Male.' Master confidence, allure, and mindfulness in this transformative guide."""
