TEAM_ABBREVIATION	COMMENT
CLE	Cleveland handling business
CLE	Should be in the MVP conversation
CLE	He'll be a laker next season
CLE	Well done, Donovan !!
CLE	"Donovan ""Supernova"" is on fire again🔥💪"
CLE	Against the Wizards though but I'll take it.
	Claveland Vs wolves Cleveland Vs Boston claveland vs denber
CLE	Cavs 💪🔥🇧🇷
	Tanjona Natolojanahary otrn be points be fon ty ah...
	Lanja Fitiavana mafy lery💪
CLE	7th straight wins for the #cavs!!! the wizards top scorer poole, scored 0 on their lose.
	Pinoy Ako awit sau poole, 50k sana..
	Cleveland Cavaliers Vs Washington Wizards
CLE	Donovan Mitchell
CLE	Congratulations!!!
CLE	#spida man🕷
CLE	Donovan that guy fr
WAS	Single digit win for the wizard.. congrats
	Ruben Gempesaw Stamaria k
SPAM	https://www.facebook.com/profile.php?id=61555304623741
	Mvp
SPAM	𝐇𝐄𝐋𝐏𝐈𝐍𝐆 𝐎𝐓𝐇𝐄𝐑𝐒 𝐓𝐎 𝐀𝐑𝐂𝐇𝐈𝐕𝐄 𝐒𝐔𝐂𝐂𝐄𝐒𝐒 𝐃𝐀𝐈𝐋𝐘 ‘’HMU’’ with’’GREATEST GOD’’ NOW
