TEAM_ABBREVIATION	COMMENT
IND	Siakam &gt; #Lebron by a mile!
IND	I feel he is the only player that is consistent.
IND	He is our best all around player.  Hope they can resign him in the offseason
IND	Great job Pascal !!
IND	👋
	Brooklyn Nets Vs Indiana Pacers
	Anjo Nathaniel Comaling
IND	Pascal 's impact is felt in the Pacers. The guy keeps on improving his game. One of my favourite players in the NBA
IND	Now he is a real deal to help the Pacers build for the Chip.
IND	We miss you in Toronto spicy P
IND	Pascal Siakam
IND	Spicy P does hurt them 🔥🔥🔥
IND	He look like the guy who played in captain Philllps
	Lace Santana
IND	Great job!👍
IND	We the North.
IND	BOOM💥💥💥
IND	Way to go Spicy P 🌶️
IND	CONGRATS PACERS NICE GAME PASCAL KEEP IP WITH UP THE PACE THE TITLE IS IN THE RACE GOD BLESS NBA ALL THE WAY ALWAYS PEACE😉👌✌👍👏🙏🏻💯💯💯💯💯💯💯
IND	Still can't believe we got this guy. Pascal you are the man.
	Warriors beat lakers 128-121.
IND	So proud of him!!
IND	Best of the best PASCAL ⛹🏽‍♂️⛹🏽‍♂️⛹🏽‍♂️💯
IND	Way to go Pascal ❤
IND	Is this guy related to Emmanuel Adebayo?
BKN	this abc game shows how much of an awful joke ur league is.. HOW EMBARRASSING.. this is y basketball is unwatchable
	He tried
	P SKILLZZZ
SPAM	https://youtu.be/YMNeHEvNfNo?si=jcuN1pv33WTmoXhi
SPAM	5 grand for the first 5 people to hit me up with “TOUGH TIME
SPAM	🔥 Exciting News Alert! Php5000 GCASH 🔥
SPAM	‼️NEW PODCAST ALERT‼️
SPAM	Gold and Silver is the only true Global Currency that  can be used all around the world learn about Gold and Silver IRAs and how it can benefit you click below 👇 https://learn.augustapreciousmetals.com/mark-levin-gold...
	Abonné page
