TEAM_ABBREVIATION	COMMENT
PHI	Start of Sixers' downfall!
	Brooklyn Nets Vs Philadelphia 76ers
BKN	Good to see another win. Just hoping we can do something before the trade deadline to bolster this team. A PG would be nice.
	David Cockayne we already have an elite one. He just happens to have certain, uhh, availability issues.
	Andy Giurtalis Thats why we need a sub PG that would end up playing most of the season in the starting line up. 🙂
BKN	Wow sixers without embiid is gonna be tough for them
BKN	"KD called him ""mini"" on their last game and decided to drop 40 pts today lmao"
	🏀🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
	This doesn't change the fact that Lakers will be the 2024 NBA champions LeBron MVP
BKN	Cam Thomas
BKN	Congratulations 🏀
BKN	Ben Simmons is resilient! He will come back stronger than ever and will make a late push to secure his 7th straight Rookie of The Year award! 😤😤😤
BKN	Reporter: Why don’t you smile Cam?
BKN	Brick simmons is the difference maker
SPAM	*\0/**\0/*:'((^^)༼ つ ◕‿◕ ༽つ
BKN	Tlhompho Tza-ra Tsikang stop sleeping on these guys 😎
SPAM	Things are kinda tough atm especially this time of
SPAM	6 grand for the first 5 people to hit me up with TOUGH
	Tier 1 ball hog
