TEAM_ABBREVIATION	COMMENT
LAC	If the Clippers got 40+ free throw attempts, they had a chance to win
IND	As a Pacer fan, I’m glad we managed to not lose 2 in a row on a back to back. Good dub. Please for the love of Odin avoid the play-in.
LAC	Peyton Bradley. Must have different refs  or maybe the Clippers are firmly in the playoffs and the NBA told the refs not to interfere like last night.
	Jimmy Smith I’ll take it at this point
IND	My team is bored. Let’s get the regular season done and over with already.
IND	I really like this Pacer Team they are fun to watch
LAC	Good game CHIPPERS
IND	Since PS43 went to pacers they are rocking now.! 🙂‍↔️
IND	Great Win Pacers 👏🏀🏀
LAC	Clippers trying to position themselves for favorable matchups in playoffs
	But LeBron James is the greatest of all time 👑🐐💪
IND	It would be nice if Carlisle let Halliburton play the same amount of minutes
IND	Nice to see Pascal beating up Kawhi...
IND	I swear whenever teams come to LA they always lose the first game and win the second 😂
	🤣
	😂😭starting to think the nba gods are real
IND	That team has a lot of talent and a brilliant coach.
	Wow in the same arena as last night. Tonight both teams shot the same amount of Free Throws 
LAC	😂😂😂 baby LA played focus on them
	Dre Steph. And the NBA/REFS helped them with that focus.
IND	❤️❤️
	David Mary   You have my permission to keep on looking.
IND	Pacers are a high scoring team, that's why the Lakers had to put up 150 pts just to get a win the previous night. Clippers have some issues going down the stretch.
LAC	Ronald C Maiden Sr clippers are already tired they are waiting for playoff
LAC	Clippers are Horrible! This team keeps losing, as a huge favorite 🔥 🗑
LAC	Clippers are trying to avoid matching up certain teams in the second round. They got 3 stars and a half and they still scared. 😂
LAC	Clippers not going far… kawhi is the team but harden 😂😂😂 should have started Westbrook over harden to be honest not that it’ll make a difference but still
	the odds are favoring our Lakers
LAC	What is going on with the Clippers?
	Patricia Howse old age mix with big perk curse
LAC	Clippers ready for the Playoffs!
IND	Too good by the Pacers, darn
	Chris Paynter https://jadejade19.falconplay.asia/register.html
LAC	Kawhi harden  paul George Westbrook zubac ..superstar at team😁
	Vhal Fernandez Lomahan https://zdv6g.filiplay1.com/register.html
LAC	clippers needs fts to win
LAC	the clippers freefalling to an early exit
IND	can't believe we believed that clippers were scary at one point
IND	The system seems to be broken
IND	And they was playing a back to back😤
IND	Small ball ...from small coach😪
	Gi lat an npod ag clipper.😁😁😁😁
	Indiana Pacers Vs Los Angeles Clippers
IND	That guy.
	Yesterday LA Lakers won tune-up Game against Pacers.
IND	Pacers playing well
IND	HERE HE COME!!!! FOR THAT 4TH SPOT!!!!! #GeauxPels
	We lakers beat them and clippers keep losing
LAC	Clipps losing the rest of there games haha
LAC	What happened with clippers 🙍‍♂️
IND	tyrese not play in 4th , he bet over 8.5 assist  and under 10.5 assist
LAC	Clips are in trouble. Again.
IND	Awesome!!
LAC	They said without westbrook was the problem
IND	Sad shot
IND	💚♥️💛
	https://zdv6g.filiplay1.com/register.html
	B to B  130over
LAC	Bounce Back Clippers 😭
LAC	Zubac one of the softest players 😂
IND	Spicy 🔥 🔥 🔥 🔥
LAC	Clippers all ready in playoffs mode
LAC	Clippers will always be clippers
IND	Look the energy 😘
IND	PS43 is underrated !
LAC	If the Clippers got 40+ free throw attempts, they had a chance to win
	Jo Seville
IND	🥱
IND	🇨🇲💪💪
IND	🇨🇲🇨🇲🇨🇲🇨🇲❤️
IND	Must be in the plan because we're 0-2 now 🤦🏾‍♂️ We better get that W back in Philly Wednesday... #GoClippers
IND	Too good by the Pacers, darn
IND	Go Pacers!
IND	Pascal Siakam turn on
IND	Paskal Sakalam
IND	Pascal Siakam
IND	MVP!
LAC	HAHAHHAHHAHAHHAHHAAHHAHAHHA
