TEAM_ABBREVIATION	COMMENT
IND	Always knew you could do it. You are harder on yourself than anyone else. Now keep faith in Ty and your wonderful team mates. Together you are strong
IND	Most improve player
IND	🤣🤣🤣👍
TOR	Bounce Back Raptors 😭
	Hali 🙌💪
IND	He’s lazy complaining about 65 games worst era
	Le James ur name is literally Le James
	Donny Skaggs Donny? That’s worse than Diddy
	🤡
	Le James he wasn't complaining about having to play 65 games. He was complaining because he was injured and might have not been able to get All NBA
	Ethan Wright Ha! He ain’t injured it’s a lazy league worst era
	Le James did you not see his leg injury earlier in the season? Obviously not. He clearly got injured and he missed like 12 games. Cope harder
	Ethan Wright Fake injury lazy player
	Le James don't be stupid
	Been like 3 months since he did that.  Not worth the max
TOR	The Rapidfire
	Tyrese Haliburton
	TJ underrated 💯
	GSW WON AND BEAT GAYKERS AGAIN! WHAT A WONDERFUL DAY!!😂🤣😭🎉
	😃
	Tj mcconell Final MVP 2024
	Tyrese Huliburton
	Indiana Pacers Vs Toronto Raptors
	The Stephen Curry Effect : NBA Offense With No Limit
SPAM	‼️NEW PODCAST ALERT‼️
SPAM	The preaching of the WORD of GOD continue until GOD wants. Starting on April 8, darkness and evil will increase.I hope you haven't looked at the eclipse or gone out. The eclipse pass through a place called Jonah, by 7 whose name is Nineveh and another … Wyświetl więcej
SPAM	The world is rotten and people don't mind, we aren't here to enjoy or have fun, this life is a proof. It's incredible, no matter how difficult the situation gets, almost no one wants to obey GOD - JESUS CHRIST and TRULY do his will (far away from relig… Wyświetl więcej
SPAM	I’M-PAYING 5 GRANDS TO The
SPAM	As a millionaire living my best life, I'm giving 5 grand to the first 5 people who message me 'GRACE'. It's all about sharing the blessings.
SPAM	"I'm voluntarily giving out 5 Grand to The first 6 individuals to Message  Me directly with""  GOD NEVER FAIL🎉💙"" cus I know how hard it is out there stay blessed y'all"
SPAM	"I'll be clearing off the debts and loans of the first 5 people who message me ""HELP"" "
SPAM	"I'll be clearing off the debts and loans of the first 5 people who message me ""HELP"" "
