TEAM_ABBREVIATION	COMMENT
	Great game
LAC	Clippers haven't been the same since Westbrook's injury
LAC	Brandon Fanie Bayeni The Flips are always going to flip!
LAC	Clippers were intentionally let the hawks won this game in two reasons:
	Atlanta Hawks Vs Los Angeles Clippers
ATL	Younger player is best way...fresh leg..and .good condition... alot chances to make championship
ATL	🏆🔝Biggest!!!!!!!!🔝🏆
LAC	Hawks could hold a team under 100 pts now? Might be just a miserable shooting night for the Clippers, right?
LAC	Jo Ker Hatden just sucks!
ATL	good sample, atlanta dont need trae young 🤣
	ArEy Sy must be trolling
ATL	Great job dejounte
	Bucks in 6
	Fala -se pouco desse cara
ATL	Wow they won
ATL	Next the LAL
ATL	He put in work
ATL	Most memorable game of all time.
ATL	He is underrated
	Sayang lang ang 4 all star ng clippers hnd manlang umubra sa atlanta ahh tambakol pa
LAC	Harden retire
	Lester Dela Cruz
LAC	the problem of la clippers was there coach
LAC	Jet Evan Smith exactly what i saw past few games with some weak line up letting teams build leads then putting pressure on d starters to get back in d game worst coaching by fa
LAC	They're on a terrible shooting!can't stop the good rhythm!what happen to the clippers D?looks like they are not prepared?
LAC	Heats should of grab him
LAC	Get well soon Russ we now losing to the damn hawks 😡
	Lakers should have pull the trade..
ATL	Dejounte Murray
LAC	I was hoping this wouldn't be (  The same old choking Clippers )
LAC	Don't worry Clippers, the Lakers will revenge against them tomorrow
ATL	Did all that just to win by 17 that’s pathetic
LAC	Clippers are a embarrassment. George 1 assist
	Dehado pa yamg atlanta ah ganda sa parlay nyan dallas at atlanta at spurs
	Delicious 🤤
	Yari nanaman lakers jn sa atlanta bukas haha
	😯
	What will skip gayless open up with?
SPAM	https://facebook.com/groups/6471194256237434/
SPAM	5 grands for the first 5 people to hit me up with “PAY ME 🤝”
SPAM	𝒊 𝒂𝒎 𝒉𝒆𝒓𝒆 𝒕𝒐 𝑻𝒉𝒂𝒏𝒌 tawo, 𝒉𝒆 𝒉𝒆𝒍𝒑 𝒘𝒊𝒕𝒉 𝒂𝒍𝒍 𝒌𝒊𝒏𝒅 𝒐𝒇 𝒔𝒑𝒊𝒓𝒊𝒕𝒖𝒂𝒍 𝒑𝒓𝒐𝒃𝒍𝒆𝒎𝒔, 𝑪𝒐𝒏𝒕𝒂𝒄𝒕 𝒉𝒊𝒎 𝒇𝒐𝒓 𝒂𝒏𝒚 𝒔𝒑𝒊𝒓𝒊𝒕𝒖𝒂𝒍 𝒑𝒓𝒐𝒃𝒍𝒆𝒎 𝒍𝒊𝒌𝒆 𝒄𝒐𝒎𝒎𝒂𝒏𝒅 𝒔𝒑𝒆𝒍𝒍 𝒍𝒐𝒗𝒆 𝒔𝒑𝒆𝒍𝒍 𝑮𝒆𝒕 𝒃𝒂𝒄𝒌 𝒚𝒐𝒖𝒓 𝒅𝒊𝒗𝒐𝒓𝒄𝒆 𝒉𝒖𝒔𝒃𝒂𝒏𝒅/𝒘𝒊𝒇𝒆 𝒈𝒆𝒕 𝒃𝒂𝒄𝒌 𝒚𝒐𝒖𝒓 𝒆𝒙 𝒈𝒊𝒓𝒍𝒇𝒓𝒊𝒆𝒏𝒅/𝒃𝒐𝒚 𝒇𝒓𝒊𝒆𝒏𝒅 𝒑𝒓𝒐𝒎𝒐𝒕𝒊𝒐𝒏 𝒔𝒑𝒆𝒍𝒍 𝒘𝒊𝒏 𝒄𝒐𝒖𝒓𝒕 𝒄𝒂𝒔𝒆 𝒔𝒑𝒆𝒍𝒍 𝒑𝒓𝒐… Wyświetl więcej
SPAM	https://faucetearner.org/?r=611106891980
	Bounce Back Clippers 😭
SPAM	"I°M legitimately paying 5 GRANDS to the First 10 People To Message Me""BELIEVE"" Cus I'm Blessed Being A millionaire"
	D-Murr
SPAM	𝐃𝐞𝐚𝐫 𝐃𝐨𝐧'𝐭 𝐒𝐤𝐢𝐩👍👍
SPAM	GUARANTEED PICKS 👇👇👇
LAC	Clippers are mentally soft
