TEAM_ABBREVIATION	COMMENT
PHI	Go 76ers go!
PHI	Sixers can beat every team in the East right now.
BKN	Brooklyn Nets Vs Philadelphia 76ers
	Let's gooooo
PHI	Buddy Hield
	🇧🇸🇧🇸🇧🇸🇧🇸 go buddy 242
PHI	Buddy Hield
PHI	Good for Him make the 242 proud Buddy this will be your first playoff experience let's gooooooo.
	This doesn't change the fact that Lakers will be the 2024 NBA champions LeBron MVP
PHI	YEAH BUDDY ❤️💙❤️💙❤️🙌🙌🙌🙌🙌
SPAM	"Things are kinda tough atm especially this time of the year so as a way of helping out those facing challenges, I'm gifting 5 grand to anyone who message me with ""ALIVE"" let's spread love and end inhumanity❤️"
PHI	Wow that’s awesome 👏
SPAM	I’m Giving out “5” grand to the first “6” people to message me with “FAITH” cus I feel some people going through difficulties this year, y’all stay blessed.
SPAM	"Gifting 5 grands to the first five people to hit me up ""GOOD GOD "" Y'all stay blessed"
