TEAM_ABBREVIATION	COMMENT
ATL	It’ll be the same thing in the playoffs. We just chuck up 3’s and hope that we’re hot that night.
BOS	Absolutely a huge embarrassing loss for the Celtics
BOS	🤣🤣💯
	Macfam Kendrell yea like they did the last 30 years and won only 1
ATL	agreed Keith. And no young for the hawks as well. Defensively horrible game , way too many open looks for Atlanta and Clint just muscled out our “big” men as well.
	Keith Sison sé coherente,de verdad crees que Atlanta está para ganarle una serie a Boston?????
	🤣
	Keith Sison absolutely
BOS	🤣 they locked up #1 seed
	Keith Sison had 2 starters out and bench players. They didn’t care
	Keith Sison absolutely does not matter lol
ATL	There have been so many blowouts and so few comebacks this year.  Great to see Hawks fighting for the W instead of just lying down and taking the night off.
BOS	Boston Celtics couldn't finish the deal on the Atlanta Hawks
	Joseph Thompson like they were trying to
	the ball is round. 🤣
ATL	Well deserved Win 👏🏾
ATL	That's how hard it is to finish games and series. Especially with a team that does not have championship experience. They need to add someone that has been there.
BOS	Celtics just getting ready for the playoffs lol.
BOS	Boston Celchokes
	Ha Yura sounds about right!!!
BOS	Celtics don't need to win any more regular season games.
BOS	I mean Boston already clinched the conference, so….
	This doesn't change the Fact that LeBron James is the Greatest Player ever in the History of the NBA
	🙄
	Abdul-Rashid Hakeem Banda you got a little something on your lip!
	Abdul-Rashid Hakeem Banda zip the zipper when ur mouth full
	Abdul-Rashid Hakeem Banda it is haram to suckle upon another man during Ramadan
	😂😂😂😂🤣🤣🤣😝😝😝😝
	Abdul-Rashid Hakeem Banda kaya nasa playin at sa 9 or 10 purok pa hahaha.
	Abdul-Rashid Hakeem Banda lebron meat rider
	Abdul-Rashid Hakeem Banda Your mom is even better.
	🤮
	Abdul-Rashid Hakeem Banda lebrin sack
	Não é como começa mais sim como termina 🏀🤫 Atlanta Hawks 🇦🇴
	something about NBA that I don't know anything about, add me and throw me in please 🥰🙏
BOS	No young no double o no Jalen Johnson wow Celtics just didn't want to win tonight😅
	Yeah Bucks in 6
