TEAM_ABBREVIATION	COMMENT
ATL	Awesome win
SPAM	Respect ✊🏼I got a business proposal for you SEND A DM FOR MORE IDEA TO SUCCESS NO BS
SPAM	Betty J Moses https://www.facebook.com/groups/764164015432776
	This is why the nba needs to get rid of fan voting!
	Matt Granat the fans voted him second for front court in the east. He didn't get voted in because of the coaches/players
	Matt Granat Hes 3rd in fan voting, it's the coaches not vote him as reserve
	Atlanta Hawks Vs Philadelphia 76ers
	They got this from a movie
SPAM	Respect ✊🏼I got a business proposal for you SEND A DM FOR MORE IDEA TO SUCCESS NO BS
ATL	Since he was snubbed in All Stars he’s been steadily proving he’s an All Star.
SPAM	Well done, Trae!!
PHI	Without embiid Sixers can't win??
	What was the final score of both teams please
	Sixers en grande difficulté dépuis la blessure de Embid
PHI	Tho no embiid, that 76ers are pretty solid with Hield
PHI	Trae 37PTS Young 💪🔥
PHI	Poor Sixers 🥺
	Thony Nirina por doc
PHI	my goodness the sixers  are awful. this is the worst they have been in years
	Orlando J Rodriguez  yeah over relying on embiid
PHI	We are missing 3 of our starting 5 due to injury and had 2 brand new players added to the roster starting for us 🤣 don’t know what you were expecting?
	Orlando J Rodriguez wait. What?
	I thought it was “let’s give Murray the ball get him off the team get someone we want back in return”
ATL	They should snub him every year
PHI	Ice trae ❄️🧊 like his mentor curry👌
ATL	My boy
ATL	Nice play
	🥰🥰
	Muntik mag triple double 
SPAM	𝗬𝗼 𝗳𝗮𝗺 𝗜 𝗴𝗼𝘁 𝗮 𝗯𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗽𝗿𝗼𝗽𝗼𝘀𝗮𝗹 𝗳𝗼𝗿 𝘆𝗼𝘂 𝗛𝗠𝗨 𝗿𝗻 𝘄𝗶𝘁𝗵 “𝗹𝗲𝘁’𝘀 𝗴𝗲𝘁 𝘁𝗵𝗶𝘀 𝗯𝗿𝗲𝗮𝗱 𝘁𝗼𝗴𝗲𝘁𝗵𝗲𝗿”𝘄𝗶𝘁𝗵𝗼𝘂𝘁 𝗡𝗕𝗦💯
SPAM	https://rb.gy/ad0q4u
PHI	Only bad because embid is out .. and maxey is just straight garbage
PHI	Trae Young
SPAM	https://www.facebook.com/groups/764164015432776
PHI	Ice Trae 🥶
PHI	The Young Tray
SPAM	Online investing is real but only when you invest in the right platform, I just withdraw my profit successful after my investment with my best account manager mrs Shelley Ariana, me and my family are very happy with this great and successful business. … Wyświetl więcej
ATL	Hawks are tuff!
SPAM	I’m sending 5 grand to the first 10 lucky people to hit me up with the word “ALIVE” cus I feel some people going through difficulties
