TEAM_ABBREVIATION	COMMENT
CLE	4th straight for the #cavs!!! congrats to them 🙂
	Cleveland Cavaliers Vs Memphis Grizzlies
	Anjo Nathaniel Comaling
MEM	Grizzlies have a back to back against warriors tomorrow
	Conrad Chin the warriors will lost again tomorrow. Hehei
	Jepte Gonzales lol they won
	Conrad Chin they've lost now. Hehei
	CAVS voando 🚀
	Show 👏🏻👏🏻👏🏻👏🏻
SPAM	As a millionaire who is living his best life. I was also suffering at a time and knows how hard it is to pay bills. I’ll be giving grands each to assist the first 10 lucky people to hit me up with “ GOD DID “ love y’all
	💯🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
	✊😍
	Will Jack
	Jack Millsteed you beat the Memphis hustle !!
	Donovan Mitchell
	Anjo Nathaniel Comaling
	Ante Boban ekipa koja je trenutno u boljoj i od Clippersa (i Clipse dobiše preksinoć).
	Edževid Ecko Redžepović Cavsi uvijek dobri u sezoni i onda ništa u PO..
CLE	But at what expense? We hope that Jarrett Allen isn't seriously injured. Either way.. Get well soon BIG FELLA!! GO CAVS!!
MEM	Grizzlies gotta be the dirtiest team in the league
MEM	Hey Grizz you might wanna win tomorrow against the Overrated Loser Warriors this is a MUST win cause it’s gonna come down to the last Play In Tournament and who’s gonna get that last spot this is an important win GET THAT WIN GUYS I know we don’t have Ja Goat 🐐🤴🏾 but I’m gonna spread positivity and positive vibes that the boys WILL and CAN get this win they’ve got this Taylor get them ready I am ready for the boys to pounce 😈😈😈😈😈😈the rest of the games and get revenge for Ja Goat 🐐🤴🏾 💙😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈💪🏾💪🏾🦵🏾🦵🏾🏀🏆💍💯💯💯💯💯💯💯💯💯💯💯💯💯 Memphis Grizzlies
CLE	No bloody steals though Jack Luders 😑
SPAM	‼️Let's go, Gameday‼️
	Trade Ja
SPAM	Please Join our Chicago Bulls Fans new group, post &amp; share your opinion 👇
SPAM	..✨ savior appeared ✨
