TEAM_ABBREVIATION	COMMENT
	I can't remember the last time to see both teams scored under 90 points
LAC	Kim Ferlon shooting was horrible, both teams shot under 39% from the field... Happy Clippers got the W tho
	Norti Wriot is either the both teams play worse or both teams play good defense.
LAC	Nice good play kakawhi💪🏀💛
LAC	Clippers - Celtics for the championship
	Wade Siers A Lakers nightmare
	Wade Siers really ?....
LAC	good defense by the clippers
	Classic score, love it!
LAC	How many layups did the clippers get away with fouls on? I know it’s a tough job but the officiating has to be better. At the very least that should’ve been an overtime game
LAC	By the look on his face, he's about to win this chip!
LAC	Kawhi Leonard had him a game for the Los Angeles Clippers
LAC	This man is very very healthy this season. When he's in that situation that means title in summer.
LAC	😅😅😅
LAC	Esther Lee yeah remember in Toronto. No one gave him credit. He's gonna be more stronger in the playoffs
LAC	Didi Jones wow..I wish he gets more stronger, can you add me I get some few questions on him to ask you pls
	Didi Jones Message me with your left hand for your
	🏆 this season, to test their accurate prediction because the season seems to be tight
MIN	Didi Jones then how come they lost to a team from LA led by a 39 year old player?
LAC	Ferdinand Untalan defense brother. Next time they won't have that opportunity to come back and win.
	Esther Lee No problem ask here.
	That scoreline indicates defense was played, that's rare and looks like a fiba or 90s/00s scoreline when basketball was worth watching
LAC	It doesn't matter if they were in top 6 as we all know that season is different from Play-offs,it is because in a best of 7 match! Superstar always matter.
LAC	So we gonna ignore James Harden at the end 😂
LAC	Kawhi looks so happy
	This would've been considered a high scoring game in the 90's. 😏
	West finals represent 🔥🔥🔥🏆🏆🏆
	Bro I remember when Zubac was posterized in the first we was down 14-2 😭
	Meanwhile Celtics had 82 points by half-time 😆
	AJ Johnson they played a bum team
	Now this is a REAL basketball score.
	😭
	Nathan Indombe it is called playing defense. Much better basketball.
	Warriors scored 88 and they lost also, against Celtics (140)!
	wow when was the last time we saw a score like this?
MIN	Glad to see some defense. Sad to see the Wolves not win it. Should have shot a 3 in the end.
MIN	Why did the Antman score a deuce on the final possession? Must’ve been super excited to go home and see his baby.
	Sean Somera defense
	Anthony Davis kick out assist wasn’t available? Honest question.
LAC	Sean Somera no pg guarded him. Kawhi was on Kat I think.  Really good defense from the clippers
LAC	Sean Somera wats good bout the clippers they don’t need to double. They have 2 top tier defenders in pg and kawhi.
LAC	Anthony Davis yep. Just saw it.
	Terrible game by both teams
	Wayne Roberson nah just defensive game
LAC	Brandon Rankin both teams shot like 30%. Terrible.  Kawai and Powell only one to play half way
	Wayne Roberson shid again. Defense
	Brandon Rankin ok…couldn’t wait for the game to end.
	Wayne Roberson nobody cares what you couldn’t wait for
	Brandon Rankin i care
	Brandon Rankin  cat and naz went like 0-20 shooting open 3s. That’s not cause of good defense
LAC	Wayne Roberson well my guys won so I don’t care
LAC	See y’all got lucky see can y’all win a chip wit it😭😭😭😭
	Score of 2000’s😍😍
	Denver now has a chance to take #1 seed
	Two best defensive team in NBA going at each other..... Loved 😍 it
	Hate to say it but as a nuggets fan we needed this.
	Real basketball final score.
	These are the scores I want to see. Under 100 points
	Finally teams played defense!
	This is the type of basketball I miss
LAC	Yes go clippers
	Ain't seen a game with a score like this in a long time
	A defensive game…. Hallelujah
LAC	Congrats Clippers Nice game God bless🙏🙏💪🏀🏀
LAC	good
	The nuggets thank you!
LAC	You lose the game against veteran players Clippers, Edward, so what more can you say?
LAC	That's the real happy face of Kawhi.😅
LAC	By 1 point is crazy ngl, but clippers have a W roster, Paul George, Kawhi and Joel that is unstoppable!
MIN	Wolves played badly but the refs don’t help. Too star struck to make calls out there
LAC	silent assassin, his play do the talking, not his mouth.
LAC	Hahaa what ant Edward said before, the LA Clippers players are already old and no match to them 😂🤣
MIN	The Timberwolves are crumbling at the wrong time. Reminds of those Hawks teams that got the 1st seed and the lost to Lebron in the East.
	😍😍
	Norman Power
LAC	Thank you clippers 🙂
	But defense is dead.........
	Did two teams play defense? Wow I didn't think they were doing that this year 🤣
