TEAM_ABBREVIATION	COMMENT
TOR	Me as a Knicks fan happy we are doing good but seeing Quick and RJ do they thing
	When the mushrooms kicked in and you realize Brunson won the 3 point contest
SPAM	Craig Herrera https://www.facebook.com/groups/764164015432776
TOR	IQ exudes a certain joy from his game. You get the feeling that he genuinely loves basketball. Some guys out there are hooping as a means to achieve a certain lifestyle. Those who are dedicated to their craft enjoy the fruits of their labor as they come, rather than focusing on them.
TOR	'Once you got a Kentucky Wildcat on your team the tide starts turning.'
TOR	Congratulations Raptors 🏆🏀
TOR	Great player
TOR	RJ Barrett was strong on this game
	🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀🔥🔥🔥🔥🔥🔥🔥💪💪💪💪💪💪
TOR	Immanuel Quickley
TOR	Good job IQ! Amazing.
	Houston Rockets Vs Toronto Raptors
TOR	Way too go IQ …you will always be a Knicks too us💪🏼
	Jorge Irizarry and OG will always be a Raptor to us
	Scott Jackson Respect
TOR	I miss him in ny.
	M'boy doing big things
SPAM	Craig Herrera I https://t.me/+P_lbA40JJKwyNzA0
	Is everyone delusional
TOR	Good job Raptors, kudos.
SPAM	Halim Yussuf and violation digital services act over not understanding unsportsmanlike conduct over 2014-2015 mlb royals baseball over showing nudity and unsportsmanlike conduct t technical foul fir not understanding unsportsmanlike conduct from Twitte… Wyświetl więcej
	Fo' nem 🔱 lol
	Estragaram o meu bilhete crlho🤨
TOR	Thank you raptors!
SPAM	𝗬𝗼 𝗳𝗮𝗺 𝗜 𝗴𝗼𝘁 𝗮 𝗯𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗽𝗿𝗼𝗽𝗼𝘀𝗮𝗹 𝗳𝗼𝗿 𝘆𝗼𝘂 𝗛𝗠𝗨 𝗿𝗻 𝘄𝗶𝘁𝗵 “𝗹𝗲𝘁’𝘀 𝗴𝗲𝘁 𝘁𝗵𝗶𝘀 𝗯𝗿𝗲𝗮𝗱 𝘁𝗼𝗴𝗲𝘁𝗵𝗲𝗿”𝘄𝗶𝘁𝗵𝗼𝘂𝘁 𝗡𝗕𝗦💯
TOR	Feel a new Grove happening in the team 😎😎
SPAM	https://rb.gy/ad0q4u
	The under 500 tournament
SPAM	https://www.facebook.com/groups/764164015432776
TOR	Maxi Quickley
HOU	Rockets have lots of young talent!
SPAM	Online investing is real but only when you invest in the right platform, I just withdraw my profit successful after my investment with my best account manager mrs Shelley Ariana, me and my family are very happy with this great and successful business. … Wyświetl więcej
	2024 ALL STAR SNUBBED
SPAM	Facing Challenges am Helping every single person either mother or  father struggling with bills should message me with “FREEDOM 🕊️🎉💙”cos a lot of lives are In Tough Situations
