TEAM_ABBREVIATION	COMMENT
	Chicago Bulls Vs Utah Jazz
CHI	Pay him and free Lavine for other pieces
CHI	Greatest Bulls player of all time
	Johnny Wang watch your tounge
	Johnny Wang
CHI	Well done bulls
CHI	But when I got him on my parlay he wanna score 12 points 😐😒
CHI	🤣😅😂
	😩 where yo azz was at bruh 👀 🥲🫠😂
CHI	Well done MVP
CHI	DeRozan is on 🔥
	Believe, The King of 4rth😤
CHI	DeRozan
CHI	cool
CHI	"Good"""
CHI	❤️
CHI	Great Chicago 🐂
UTA	Enjoy that suspension Collin’s you knows it’s coming your way
	Kings beat lakers in LA 130-120.
UTA	So close
CHI	DeMar DeRozan
UTA	Utah Jazz just hit bottom !
CHI	🏆🔝BiGGESTTTTTT!!!!!!!🔝🏆
CHI	Sixers gonna regret not going all-in to get Derozan
CHI	Push us to the playoffs g
	"Marketing .500 basketball. ""At the highest level."" Must work, because plenty of fools pay to watch the mediocre product."
	Coby white is a flame thrower
CHI	♥ Congratulations! ♥
	Magaling yn dati c DeMar s raptors  palang babad nmn
CHI	This mother hasn’t played good in the past month and today he has a game!!! Wtf
CHI	Bro are the bulls contenders?
CHI	congratulations!!! 👏👌✌❤
	Linda Johnson Nazaret Loya Ruby Jones Robby Robo MacGregor Manfai Tamas Sophia Cotillard Francis Paolo Tiopianco David Bankz Cherell Cherell Pio Angelo Bom de Adoço ろだふぉ ろさど Rufaro Mugano Beata Radomska Mart-Rovie Ocampo Elca Jonny Mike Ipitv Subscript… Wyświetl więcej
	///
	De-Marvelous!
CHI	MY FAVORITE DEMARVELOUS DEMAR DEROZAN
CHI	11🐐
	https://facebook.com/groups/6471194256237434/
CHI	Good win bulls
SPAM	"Dr. okoduwa spiritual temple explained: ""You should never brush after you've just vomited. The contents of the stomach are extremely acidic and the mouth is in a very acidic state so, if you brush straight after you are basically wearing away your enam… Wyświetl więcej"
SPAM	#SeeRed bulls fans come join #BullsFam
SPAM	Come visit us
SPAM	As a millionaire living my best life, I'm giving 5 grand to the first 5 people who message me 'GRACE'. It's all about sharing the blessings.
