TEAM_ABBREVIATION	COMMENT
CHI	Ayo Dosunmu! That’s the name! Playing with confidence, on both sides of the court! All The Bulls, even the bench players played well! Billy Donovan’s head was actually in the game, too! All around great effort! LET’S GO BULLS!!! ❤️🏀☄️🔥
CHI	the #bulls bounced back with a win!!! dosunmo and derozan combined for 58 points in their victory 🙂 congrats!!!
SPAM	Pinoy Ako https://www.facebook.com/groups/2024nbaallstargame
	Chicago Bulls Vs Atlanta Hawks
CHI	Proud of you Ayo bro your off season work is showing 💪🏽🏀
CHI	Do we have 2 rising stars here?!!!
	Christine Lombard yep
CHI	Future all star.
CHI	Great player!
	Slick Rick Stunna Outta Chicago
CHI	Let’s fn go🔥🔥🔥🔥
	👍🏽🤛🏽
CHI	Nice
CHI	Ayo Dos Tres!
CHI	Nice
CHI	Becoming a nice player in any role they want him to play
CHI	Great game Ayo Dosunmu
CHI	I Love It
	Illini alumni
	Trade Lavine
	They  now unleashed what they have...
	Arr Jey the big question, does Billy see and realize this?
	Mark Lopofsky I hope so...
CHI	AYO 🏀🏀🏀🏀🏀 Been following this young man since high school. A True Winner 🏀🏀
CHI	AYO CHITOWNS FINEST 🔥🔥🔥🔥🐂🐂🐂🐂💪🏾💪🏾💪🏾💪🏾🔥🔥🔥🔥
	LaVine out. Ball moving. LaVine out please.
	HOW MANY coaches have been ejected this year already, HOW MANY coaches have been fined. The NBA has ZERO INTREGITY. 
CHI	Oh yeah 😎
CHI	Love Ayo!
	Hell yeah!
CHI	Ayoooooo
CHI	About time
	Wowerz
CHI	Ayo Dosunmu
CHI	Trade them old heads and let these young dudes ball💯💯💪💪
CHI	Denzale Farley I like them as is right now as long as Zach is gone. Ball is moving. Vuc, DeRozan, Drummond are part of it. Just hope Drummond stays focussed.
CHI	Ayo Dosumbuuuuu.
