TEAM_ABBREVIATION	COMMENT
ATL	Defense couldn't match Dejounte Murray
ATL	Let’s go Hawks!!!
ATL	💎💎💎
ATL	Baby Boy been Balln since Tre been out💪🏾🔥
POR	Bounce Back Blazers 😭
	Beatin Boston was better after they blew that 30 point LEAD lmao
	Let's trade bobby portis and Cannugton with 1first round pick 
ATL	He’s carrying them idc
ATL	Let's go 🤟!!!!!
	Portland Trail Blazers Vs Atlanta Hawks
	Dejounte Murray
	please support me.my new page
ATL	Let’s go Hawks!!!
SPAM	As a millionaire who is living his best life.
SPAM	Hello partner 👋 I’m offering the first 5 lucky people a life changing business proposal need my help? Dm me with the word ✊🏾’’GRACE “ LETS SPREAD LOVE FOR THE SAKE OF HUMANITY
SPAM	"I’M PAYING 5 GRANDS TO The First 5 People To Message Me ""DIFFICULT TIME"" God Bless Y’all🥶🦅💰"
