TEAM_ABBREVIATION	COMMENT
	Memphis Grizzlies Vs Charlotte Hornets
	Anjo Nathaniel Comaling
	Miles Bridges
	Anjo Nathaniel Comaling
	After 1 hr I’m surprised it has 20 shares lol
	Solid din talaga mag laro to ee sana may mapuntahang mainam inam na team to
CHA	He is in a redemption arc similar to Jason Kidd.
	Thunder, you supposed to be an NBA team, and you believe hayward is worth more than micic...my kisses from europe, learn some basketball
CHA	Domestic Abuser news.
SPAM	"Things are kinda tough atm especially this time of the year so l'm gifting 8 grands to the first 10 people to message me with ""TOUGH"" let's spread love and end inhumanity.❤️"
SPAM	"Things are kinda tough atm especially this time of the year so l'm gifting 8 grands to the first 10 people to message me with ""TOUGH"" let's spread love and end inhumanity.❤️"
	Thomas Cage
SPAM	Having someone like you was not   just a great motivation but also put in the best to get the work so honestly deserve nothing but appreciate thanks for the work well done Jeffrey Anderson
	Whoop that trick!! 👊😄
SPAM	747! LEGIT ONLINE BETTING SITE! ✅
CHA	Woman beater
