TEAM_ABBREVIATION	COMMENT
MEM	Trey jemison reached a career high 24 points doesn't change the fact that LBJ is the greatest player in NBA history
	😂
	Nicole Smith
MEM	Good Game!!!
	At this point is like, dont be that team.....
WAS	But it’s against the Wizards?  😅
MEM	Grizz have the best g league team in league apparently
SPAM	"Imma do this once sending 5 grand to the first 6 people to hmu with ""GOD IS GOOD"" cus i feel some people going through difficulties, Y'all stay Blessed"
	Gabb James how about nonce
	Nag harap ang dAlawang pipitsugin team ahh na pareho maiiwan sa playoffs,,,
	🤣🤣🤣🤣
	Magtira JM tama ka ,,,kaya marami iiyak jan mga fans nila hahaha
	🌠🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
MEM	They’d be making the playoffs if JA was playing 🔥🔥
MEM	Randy Lemon lies
MEM	Team full of players no one knows or will ever know 😂
MEM	Carter Fiasco Yeah….10 players are injured lol.
	Lyle Luzma and Jordan Lose should play corny early 00 sitcom high school villains. 00s frosted tips = whatever those dudes are trying to pull off now
WAS	Wizard is trash 🤮 Piston is 100% better than this team 🤮🤮🤮
WAS	DON'T BE THAT TEAM.
	😂
MEM	Trey Jemison
MEM	Trey Jemisom only getting started
	Washington Wizards Vs Memphis Grizzlies
SPAM	Hello! I am a Colombo Estadounidense coach and I would appreciate it if you would spend a minute going to my profile, to see my new sports content, with your like I can help, to give the best sports experience, to many children forgotten in sports!
	Oh wow
SPAM	"Imma do this once sending 5 grand to the first 6 people to hmu with ""GOD IS GOOD"" cus i feel some people going through difficulties, Y'all stay Blessed"
	It’s a parade inside they city yea
	Ft tf
SPAM	I’m so excited when I opened my wallet and i saw my payment! You are the type of manager i have always wanted.Thanks so much for the payment
