TEAM_ABBREVIATION	COMMENT
	Orlando Magic Vs Charlotte Hornets
ORL	Anjo Nathaniel Comaling absolutely
	A PREVIEW OF THE 2200 ECF 👀
	I’m following everyone 🦅
	Mc Obode tv. Canet me in
ORL	Rising Star!  Excited to see how his play carries over to his first trip to playoffs!
ORL	Well done Paulo!!
	Ooh wait NC has an NBA team?
ORL	Paolo Banchero put Orlando Magic to victory
	Sir need all shirt
	Chae Lagood
ORL	Wow
ORL	😄
ORL	NBA why not mention how  the magic players were hitting players in the head and all the no calls … no player safety in effect when it comes to Charlotte Hornets games because refs are allowed to rig games
	Jonathan Willoughby cunet me in follow
CHA	I don’t think Charlotte is making the playoffs in 2024
ORL	Let’s #GoMagic young 👑PB
	NOW PLAY THAT SONG!!!!!🪄🎩
	Beautiful record.
	https://youtube.com/shorts/qH9y824Gkr8?si=pXFbqUxSpXCsTSE9
SPAM	5 grands for the first 5 people to hit me up with God is Good
	Armani Craig God is Good
ORL	Paolo Banchero
SPAM	1.  Love spell to Reunite with your ex boyfriend/ husband immediately
	Let's go 🥇💷📉📈📈 tap in my bio
SPAM	Send me a message with “assist me” if you need some funds to pay off bills and debts.. I will help you out for real ❤️ I will assist you with over 5 grand to clear them off.
