TEAM_ABBREVIATION	COMMENT
BKN	Crazy he cant stay on a team. Such a solid player to be passed around so much.
	Ford Randy He turned down that big payday with the Lakers..now he's all over the place
	Ford Randy All Star?
	Guy Farrell  
	Ford Randy He fumbled the bag Lakers offered him since then became a journeyman
	Brooklyn Nets Vs Memphis Grizzlies
	Doe running the team is WAY WAY better than Ben running the team...
BKN	World mvp
	NBA I figured out a way how you guys can save all star weekend instead of doing the dunk contest or the skill challenge maybe you guys can add a game of horse
BKN	Was hoping he would get a buy out and come to Dallas... Solid point guard
	💯🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
BKN	Since when is he playing for Brooklyn?
MEM	This is an upset to me did Ja play this score is wild... Defense was definitely a factor in this...
	When I saw this picture of Dennis I also saw
BKN	The menace💪
	Dennis Schroeder
	Brooklyn Nets que no está por un momento tan alegre eh uno de lo peores equipo del este hablando seriamente el 5 peor equipo del este son esto Brooklyn Nets de New York si no me equivoco con un récord 22-35 con un horrible diferencial malísimo -2.5 Bro… Wyświetl więcej
BKN	Dude just want to play.... He's a baller
BKN	Great work man
BKN	Lol he be looking like scooby doo monsters lmao i wish i cud poat the pic hah
BKN	His alive ,he just s only lucky today fiba worst mvp🤡🤡
	Meh Dehr hater spotted
	Trevor Jay You spotted🤡
	Lahh, nalipat sya Ng dalawang beses sa Isang season??
	DrLamont Brown YUP!
	He look like a racist cartoon
	Fifaliana io boaykel Nay taloha io💪
BKN	It’s Dennis’ team now?
SPAM	"Imma Do This Once!!! 5 Grands for the first 8 people to message me with "" GOD DID  "" Be Gracious It's Legit"
SPAM	7️⃣4️⃣7️⃣𝙾𝙽𝙻𝙸𝙽𝙴 𝙱𝙴𝚃𝚃𝙸𝙽𝙶 𝚂𝙸𝚃𝙴 𝙸𝚂 𝙻𝙾𝙾𝙺𝙸𝙽𝙶 𝙵𝙾𝚁 𝙿𝙻𝙰𝚈𝙴𝚁
SPAM	𝙼𝙰𝙷𝙸𝙻𝙸𝙶 𝙺𝙰𝙱𝙰 𝙿𝚄𝙼𝚄𝚂𝚃𝙰 𝚂𝙰 𝚂𝙿𝙾𝚁𝚃𝚂🏀&amp; … Wyświetl więcej
SPAM	Purim our Valentines/Mothers Day/2nd Christmas/Costume &amp; Candy coming... Its from sunset 2/26/24-2/29/24 sunset... Be your man/family's Esther... Israel exists due to her...
SPAM	ilang.in/Kqpon
	FINE IN THE WEST 🤣
	🗑🗑
SPAM	Hello good afternoon how are you doing today
SPAM	Hebrew Calendar 5883: The 3rd Day of the 1st Week(3/49 yrs) in the 121st Jubilee
	Tell me he doesn't look dead-ass like a skinny Bernie Mac ....
	Eto sinayang ni rob pelinka the menace
	Cell attack
SPAM	https://youtu.be/z-kOyBRIbmM?si=3n8c1qCkJAyMCu43
SPAM	https://youtu.be/JytG1-yZ3z0?si=MZRAdPnS8zYljON8
	Flynn Brooker Grizzlies sucks they are down again
	Herbal medicine works once you gets a good specialist
	lezgooo
	Puke 2 losers
BKN	Dennis Schröder 💪🏾🏀
