TEAM_ABBREVIATION	COMMENT
HOU	CONGRATS ROCKETS FIVE IN A ROW LET THY ROCKET GO KEEP IT UP GIVE HOUSTON SOME INSPIRATION YET FOR D CONSIDERATION 👏👏👏👏👏 GOD BLESS NBA ALL THE WAY ALWAYS PEACE😉👌✌👍👏🙏🏻💯💯💯💯💯💯💯💯💯💯💯
HOU	I mean he gotta play play cuz Draya is pregnant pregnant
HOU	The 🏀⚡️
HOU	🚀🚀🚀
HOU	YESSS LETS GO MY HOUSTON ROCKETS
HOU	Yessss!!!Jalen Green the best player of Rockets 🇵🇭 🚀 🇺🇸
HOU	Edgardo Albano he's not
HOU	That cougar got him balling.
HOU	Are the Rockets better without Sengun?
HOU	Jalen Green
	Cleveland Cavaliers Vs Houston Rockets
HOU	Young bucket 🚀
HOU	Great game
HOU	Jalen Green
HOU	Need more win for 10 seed
	Told u bro El Pitsbull we get a good run we gonna be play in spots
HOU	❤️❤️❤️❤️❤️
	wow 🇵🇭😍🇵🇭
HOU	🔥🔥🔥🔥
	hahahah mukang makakahabol pa sa play in
HOU	Draya unlock Child Support Green
HOU	Forgot to mention vanvleets 16 assists
HOU	I saw the comments before saying this guy wasn’t good .. where y’all at !!?
HOU	😝
HOU	Mr Draya strikes again
HOU	That baby talk did something to em 😂
HOU	Proud dad to be!!
HOU	Eme udoka unleashing jalen Green
HOU	The Landale effect !!!!
HOU	Tough player
HOU	Nothing like looming child support to motivate him to perform.
HOU	Draya effect
CLE	Cavs suck
SPAM	https://youtu.be/YMNeHEvNfNo?si=P_Mmm4K0WNFHMpJw
SPAM	"Things are kinda tough at especially this time of the year so I'm gifting 5 grands to the first 10 people to message me with ""SUPPORT"" let's spread love and end inhumanity ❤️"
SPAM	🔥 Exciting News Alert! Php5000 GCASH 🔥
SPAM	Game Will Be Broadcast Live on
SPAM	https://youtube.com/shorts/0-5EvzEBxVw?si=oJHCU4AlKhvov7aq
SPAM	-gifting 5grands to the first “7” individuals to hmu “DEPRESSED”God bless y’all.💰
SPAM	Join The Brootherhood Family To End Proverty And Suffering, Freedom, Peace And Power No❌ Human Blood Involved 🚷 No❌ Effects Accept Change Into Your Life Contact Call ☎️0256821879 Text Me On WhatsApp+233256821879
