TEAM_ABBREVIATION	COMMENT
	Charlotte Hornets Vs Philadelphia 76ers
	Wait until they get the big man back
CHA	Can someone just point out that the hornets are in it jud for the cheques
CHA	T-Max💪
CHA	Tyrese Maxey
PHI	Philly is not a threat, with or without Embiid
SPAM	https://www.youtube.com/watch?v=X7Mj5m584Pw
PHI	He had a Kobe/AI type night
	🤣🤣 lautre ra 0 ere wtf
SPAM	I’m legitimately paying out “5” grands to the first “6” people to message me with “FAITH” cus I feel some people going through difficulties this year, y’all stay blessed.
SPAM	Brian Armstrong I am paying you to stfu
SPAM	Don’t need a lot of words to prove that you’re real because I’ve seen it all thanks to you and may God bless you JEFFERY 🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞
SPAM	I don't buy picks
