TEAM_ABBREVIATION	COMMENT
BKN	Solid game from Finney-Smith! I’m sure he’ll be a great mentor to his rookie teammate, Ben 10 Simmons! 😤😤😤
	Philadelphia 76ers Vs Brooklyn Nets
BKN	Come on Nets 🖤🤍
	👀
	Troy Sinclair who
BKN	Great game
	Who the Fuck is this guy
BKN	Dorian Finney is a shooter
BKN	Congratulation Brooklyn niggaz my Brothers ✊🏾🫵🏾👍🏾
	Reêdán what happened,,
BKN	Ryu Min-seok oubre w his best game of the szn doe
	Reêdán he was stroking dat thang
PHI	End of the season good teams are losing. F*ck the NBA this sh*t rigged.
SPAM	"THIS IS MY WAY OF HELPING OUT THOSE FACING CHALLENGES THIS YEAR, I'll SUPPORT SEVEN INDIVIDUALS WITH 6 GRANDS WHO WRITES TO ME USING THE PHRASE ""GOD DID"""
PHI	Done watching.
BKN	Dorian Finney-Smith
PHI	No embid no sixers
BKN	Doe Doe 💪
SPAM	Hello, Dear Influential Individual,
SPAM	Yo what’s up 👋 it’s my pleasure meeting you!! I got a business proposal for you and I will be glad 🙂 if give a shot,listen am working with those upper influencers in USA 🇺🇸 and CANADA 🇨🇦 so if you’re interested inbox me for more info
SPAM	Send me a message with “assist me” if you need some funds to pay off bills and debts.. I will help you out for real ❤️ I will assist you with over 5 grand to clear them off.
