TEAM_ABBREVIATION	COMMENT
	🔥 
CHI	Alex Werries if they trade him at this point, they will loose too many fans. Me included.
	He’s gotta be in the discussion for MIP
CHI	He been ballin 🏀💯⭐ lately. Real good game
CHI	Dude is becoming a legitimate star right before our eyes. CHI has some really nice pieces they can build around.
	Jay Smith https://neglectsquad.com/kbzvtp2mvm...
CHI	DeRozan **33** points vs Kings was correct stat.
SPAM	♥♥𝙄 𝙬𝙖𝙨 𝙟𝙪𝙨𝙩 𝙜𝙤𝙞𝙣𝙜 𝙩𝙝𝙧𝙤𝙪𝙜𝙝 𝙖 𝙥𝙤𝙨𝙩 𝙤𝙣 𝙖 𝙥𝙖𝙜𝙚 𝙩𝙝𝙚𝙣 𝙮𝙤𝙪𝙧 𝙥𝙧𝙤𝙛𝙞𝙡𝙚🌹🌹 𝙘𝙖𝙪𝙜𝙝𝙩 𝙢𝙮 𝙖𝙩𝙩𝙚𝙣𝙩𝙞𝙤𝙣 𝙖𝙣𝙙 𝙮𝙤𝙪 𝙨𝙚𝙚𝙢 𝙬𝙤𝙧𝙩𝙝 𝙩𝙖𝙡𝙠𝙞𝙣𝙜 𝙩𝙤🌹🌹🌹 𝙨𝙤 𝙄 𝙘𝙤𝙪𝙡𝙙 𝙣𝙤𝙩 𝙥𝙖𝙨𝙨 𝙗𝙮 𝙬𝙞𝙩𝙝𝙤𝙪𝙩 𝙨𝙖𝙮𝙞𝙣𝙜 𝙝𝙞 𝙖𝙣𝙙 𝙖𝙨𝙠 𝙝𝙤𝙬 are 𝙮𝙤𝙪 𝙙𝙤𝙞𝙣𝙜. 𝘿𝙤 𝙮𝙤𝙪 𝙢𝙞𝙣𝙙 𝙪𝙨 𝙩𝙖𝙡𝙠𝙞𝙣… Wyświetl więcej
SPAM	Marco Afable hello how are you doing today am Rita and you
CHI	Most improved player
CHI	Good work bulls
CHI	Ppl talking about they can’t wait until Lonzo come back. Mayne plz… Coby has been ballin. Put some respect on his name lol. He earned that pg position
CHI	Coby
CHI	Ricky Warren to me f*ck lonzo we don’t need him….both BALL brothers are TRASH and injury prone you ask me
CHI	Ricky Warren yeah, it’s time to cut our losses and build around our players that’s been putting in the work.
	Ricky Warren https://neglectsquad.com/kbzvtp2mvm...
CHI	Ricky Warren I mean yeah but still hope Lonzo comes back healthy regardless
SAC	And nobody beats a team being down 20 without the referee's help I'm sorry you can't beat the Sacramento Kings without the referees
SAC	These Kings probably are the most perplexing team in the NBA now
CHI	Christer Carandang They used to be good!
CHI	Derozan with 19 in the 4th !! Free Zach and build this team !!!
SAC	Jason Yeezy Lewis The King in the fourth is back!
CHI	Dude is pretty good. His value is going up and up
CHI	Awesome game. What a comeback.
CHI	Not counting us out yet but imagine this team next year if everyone returns and we have Zach and Lonzo if everyone wants to play for a ring this team will be very deep I'd say Lonzo off the bench tho but he can get comeback player or 6th man of they year if he comes back good
CHI	Ephriam Graves Sorry bro but Zach has played his last game as a bull. He will be gone
CHI	Yeah most likely but gonna be hard to trade him with that surgery
CHI	He's probably gonna have to play to audition for teams interest
CHI	Knew this #3 pick was special. Can't wait to see more of him in future seasons
CHI	Marc Glince #7 pick
CHI	Sorry my mistake 🙂
CHI	Demar leadership at the fourth lead the bulls to victory
CHI	From North Carolina 🔥🏀 #BullsNation
CHI	Daniele Zinni Heel yeah, he is!! I love me some Coby!! Go Bulls and go Heels!!
	This is america
	Jordyn Amelie
	Jordyn Amelie https://neglectsquad.com/kbzvtp2mvm...
CHI	Give him the MIP.
SAC	Kings in ur parlay very unpredictable lol
SAC	That's what's up
CHI	thank you bulls lakeshow top 4 continues
	What do you think Luka will accomplish?
CHI	Massive win
CHI	nice win good boy
CHI	Good job bulls
CHI	career night
CHI	Nice one bulls
CHI	😍
CHI	😍😍
CHI	What a game
CHI	They did the darn thang!
CHI	"Coby ""Shinobi"" White"
SAC	You see why Sacramento is going no where…a smarter team gets a few stops in that 4th and wins by 25 easily
CHI	LOVE IT
	Congratulations you look like my brother.Handsome
CHI	Vooch is slowly turning into Zach Lavine!!!!
	D'Angelo Vino Brown https://neglectsquad.com/kbzvtp2mvm...
CHI	Great Win. Almost at 500%🤷🤣🤣🤣
CHI	Big Win By Chicago Bulls
CHI	They should trade Zach Lavine
CHI	This dude can ball!!  Saw him destroy the Pelicans last month.
CHI	Congratulations💯💯💯
CHI	This dude is a baller consistently
	yall got deboos stats wrong
CHI	Some one tell dude shave and cut his hair
CHI	WHAT A GAME!!
	Isaiah 40:31
CHI	He’s awesome
CHI	Congratulations
CHI	Good job 💯
	😈
	🫣
CHI	Good because Lonzo Ball is a Bust.
	Sasali yata to sa purok 9 ang sacramento
	Chicago Bulls Vs Sacramento Kings
	Chapba lng
CHI	It’s sad to be a Bulls fan now a data
CHI	IDK why everyone is getting excited. The Bulls aren’t going to the playoffs.
CHI	MIP NA YAN SI WHITE
	Tim Valdez
	Todd Green
	😱😱😱😱😱
	Barbara Essex
	Ryan Staple
	👀😭
	🙂 🙂 🙂
	😊
	❤️
	💰💰💰💰
	He should just stick a bone through his nose and get it over with already! 🦴 👃
	As a laker fan, ty chicago. Hahaha
CHI	Wait what? Comeback win??????
	Went off in the 4th
CHI	Derozan with 19 in the 4th !! Free Zach and build this team !!!
	Coby Briant
CHI	Awesome 👏
CHI	Career high
	.
CHI	MIP white 🤍
	Chamback panga
	Light the be- oh, wait... 🚦
	Emejing
	Step up
CHI	GREAT COMEBACK WIN 🏀🔥
CHI	Coby white MIP DEBATE OVER
SPAM	HMU in making 💰5️⃣0️⃣0️⃣0️⃣ no catches...lmk ASAP 🇺🇸🇨🇦
SPAM	Wassup fam 🤍👋.......I've an auspicious prot a business proposal for you, HMU and see if you’d like to give it a shot 💸🇺🇸🇨🇦
CHI	Coby White
SPAM	I’m Paying💲5 Grands  to the first 10 lucky ones to DM me “STRUGGLING” cus I feel people still go through hard times..God bless Y’all🇺🇸🇨🇦❤️
CHI	KEEP COBY!!!
CHI	Jessie James lol
SPAM	Hey, can you please 🙏 help me click the link and check the premium and standard if the design is really okay Please 🙏 https://www.fiverr.com/s/w6BEbB
