TEAM_ABBREVIATION	COMMENT
PHI	He's back! It's fun time ! Welcome back, MVP!
PHI	The bad guy is back, the battle for 6th place is very tight
PHI	They are now back on their feet!
PHI	Just in time to help philly back into a playoff spot
PHI	3 games, 3 wins
PHI	The real mvp clearly.
PHI	The guy should still win the MVP!
PHI	How many free throws tonight though?.. because things are different playoff time..
PHI	I don’t believe he was injured. They just gave him some rest. Investigation is warranted.
PHI	MVP is Back!!!!
PHI	I thought first it's was Dillon brooks
PHI	In only three quarters of work BTW. He Sat out the whole Fourth quarter
PHI	The real mvp clearly.
PHI	He is back
PHI	Once a LEGEND is always a LEGEND
PHI	Much love for Joel and the sixers ❤.
PHI	💪🏾🏀We shall remember he is the other version of GIANNIS ANTETOKOUNPO❤🌍
PHI	MVP MVP MVP Embiid ❤️❤️❤️
PHI	Sweep coming soon 😂😂😂💥💯☘️☘️☘️☘️
PHI	The MVP
PHI	There you go!!!! Team with heart!
PHI	Might get past the second round
PHI	Let’s go
	Philadelphia 76ers Vs Memphis Grizzlies
PHI	The Center is back 😎
PHI	Where was maxey?
	Patrick Mahomes effect 2019 🏆
PHI	Let's go
PHI	❤️💙❤️💙❤️
	Fifty GEAR
	Logan Davis
	Shakir Traore
	Pedro Mora
	Bro got them Tyler perry braids
PHI	Embiid ❤️❤️❤️❤️❤️
	Joel is the man!
PHI	He’s back. 30 piece every time.
PHI	Best Center in🏀 when healthy !!!
PHI	“freethrow merchant”🤓🤓🤓
MEM	Ooo Memphis
PHI	🤣🤣 he looks tougher with the afro 💪💪
PHI	I love 💕 Joel
	https://youtu.be/Sj_5rrlfG8Q?si=hTq9MwImvsC53Od1
PHI	Fifty GEAR
PHI	The Free Throw Machine
PHI	The Process ❤️
PHI	Joel Embiid hit 30
PHI	He'sss bacckkk!!
PHI	Good
PHI	powered to piiiick up
PHI	Joel Embiid
PHI	13 Fts lolllllllll lmaooooo
PHI	Big Philly
