TEAM_ABBREVIATION	COMMENT
MEM	Great win for the Grizzlies! I really thought this game would end up in a DRAW with both teams losing the game 😩😭💀🤣
MEM	👏👏👏
MEM	Nice work, Jaren!
DET	Pistons are championship bound!
MEM	The battle of has been el....👍🏼🏀
MEM	OMG I thought it was Lebron James that’s the first to reach 40pts
MEM	He lucky Jalen Duren left this game
MEM	Grizzlies needed that win 😒
	Yes Iowa!
MEM	Jaren Jackson Jr was on fire🔥
MEM	Hero✅
	Way to go jit 💯👌🏾
	sayang ndi na nkapag laro pa si JM,, ang ganda na sna nung comeback game nya 4win agad,, cguro next season nalang kau na uli sa play off..
MEM	Mu bueno JJJ
MEM	🥰🥰🥰🥰🥰🥰
MEM	wow
MEM	💪🏀🔥
MEM	🤘🏾
MEM	Jaren Jackson Jr was on it 💯
MEM	40🍔 for Jackson ❤️
	Free Cade
MEM	Jaren Jackson went off. Won’t lie
	Grizzlies and Pistons just playing for fun and for they're fans.
	Y el defensor del año nomás fue una vez porque este año ya no es candidato
	Jaren Jackson Jr.
MEM	Awesome 💯💓
	Ohh my goodness is that u Mamaah Men😎😁✌
MEM	grateful
MEM	Triple J💪
MEM	Great
	Memphis Grizzlies Vs Detroit Pistons
MEM	Congratulations
SPAM	7️⃣4️⃣7️⃣ LIVE CASINO AND BETTING SPORTS ‼️
	👎👎
	Piston!!!! Kahit college team kayang talunin yan. Ipinag mamalaki na ang panalo nyo. Katawa’tawa at kawawa naman kayo.
	FICHA ENTROU
	💋
SPAM	Mark Jackson Reveals True Feelings on Doc Rivers Taking His Job  https://fanlink.to/ksmw
DET	The pistons 😂
SPAM	Bác Sĩ Giúp Bạn Trị Xuất Tinh Sớm - Quan Hệ Lâu Ra Hơn 60 Phút  - Vào Nhóm Chia Sẽ Miễn Phí  https://short.com.vn/WbUN  hoặc ib Tele : @daunhatiko1
	#BIGMEMPHIS
SPAM	Anthony Edwards Reveals Why KD is His Favorite All-Time NBA Player  https://fanlink.to/ksmq
SPAM	Bill Simmons Throws Shade on Jalen Brunson  https://fanlink.to/ksk4
SPAM	💋🍋🍕🎻🍰 A/c nt cho bạn 😘 Sdt và zalo: 038.746.9119 https://zalo.me/fbnguyenmanhhai
	Yannick Pasnin JJJ
	RESPECT ✊ I’VE GLANCED THROUGH YOUR POST I GOT SOMETHING FOR YOU HMU NOW 🙏🤝
	Hey
