TEAM_ABBREVIATION	COMMENT
	New Orleans Pelicans Vs New York Knicks
NOP	Congrats to the Pels💯💨💨💨💪🏾
NOP	WTG Trigga Trey! Geaux New Orleans Pelicans 🏀
NYK	As soon as I said he has been a let down Dylan Tompsett 🤣
NOP	This guy is weak. Only plays good against a bad or injured team
	💪🏻💪🏻😊😊
NOP	Trey Murphy III
	Watch Stephen A Smith go on another 10 minute rant lol
NOP	Congratulations💯💯💯
SPAM	The Illuminati bring together individuals of goodwill and goodwill, regardless of their differences and backgrounds, and ensure that these good men become better in society.  This is the fellowship's main objective is to ensure that all of these individuals become part of our global agenda, which is to bring everyone together under the new world order for what we call a world government.  this, we will need you to use the powers and riches that we will give you to be able to bring more members
NYK	Thibs removed Sims Knicks went down 15
NOP	This guy is weak. Only plays good against a bad or injured team
	Thibs must do adjustments when someone is burning you. lol 😆🤣😂
NOP	The New Orleans Pelicans -western conf champs. 😳😤🏀🥳🐏💨🔥
NOP	Trigga Trey Murphy III🔥🔥🔥
	Stephen A. Smith wow your team really sucks
	Michael Kent Reaport trade for donovan mitchell daw haha
	Michael Kent Reaport that goofball ain’t one of us and he doesn’t represent us. But you wouldn’t know that cuz you’re a casual who thinks basketball started when Curry was drafted
SPAM	I'm legitimately paying
NOP	Congratulation
NOP	Congrats, you beat us with 4 starters missing 🤣🤣🤣🤣🤣
	Finally I have been cured of my
SPAM	Ain’t nothing wrong with making $10,000 a week sports betting don’t let social media get you greedy now your chasing all these odds $10,000 a week at home is GREAT INCOME @mrrisky1
	💔💔I got back my husband
SPAM	Have you been looking for a way to improve your trading skills and make changes to how you earn, if you're a newbie this opportunity will serve better and it will be nice to introduce Luke Maxwell  to you
SPAM	𝑩𝑬 𝑨𝑴𝑶𝑵𝑮 𝑻𝑯𝑬 𝑭𝑰𝑹𝑺𝑻  5 𝑷𝑬𝑶𝑷𝑳𝑬 𝑻𝑶 𝑴𝑨𝑲𝑬 $10𝑲 𝑶𝑽𝑬𝑹𝑵𝑰𝑮𝑯𝑻
SPAM	🎁The Best #skincare for Face🎁
SPAM	NEW Sna… Wyświetl więcej
