TEAM_ABBREVIATION	COMMENT
MIN	He should win MVP this season. Either him or Donovan Mitchell.
MIN	This kid will be greater than MJ and LBJ
MIN	I’m hoping the Timberwolves won’t fail us in the playoffs this year. I think towards the last 20 games, if they’re still as successful. They should rest Anthony Edward’s and prepare him for what’s ahead.
MIN	Would have had 50 if he could get a foul call driving to the basket. The 3rd quarter was especially bad
	James Hayes Minnesota was living at the line.
	Carolyn Dierking Edwards had 5 FT for the entire game
	James Hayes Edward's isn't the whole team.
	Carolyn Dierking I know that but  my original comment was directly about ANT, not the team and a player who scores 41pts mainly scoring of drives to the bucket, taking contact should have more than 5 FT attempts
	Look at you Big Homie stepping up to the plate when I tell y’all what are Big Homie piece
	How about 2PM and FTM?
	Jo Nahtan Manalo 12/19 2PM 5/5 FT
	Jo Nahtan Manalo he went 5/5 from the free throw line. Which is pretty low considering the majority of his shots were in the lane. He’s not a free throw merchant like others players
MIN	Mvp
	John S Thao how many steals did?
	John S Thao thank you but they don't want to give it to him or Tatum because they so in love with these foreign players.
	John S Thao ur an MVP
	Yeah but if u bet on him he go 2/13
SPAM	Charaya D Polk https://www.facebook.com/groups/2024nbaallstargame
	Charaya D Polk Thats how sports work in general haha
	MVP 🔝
	Gosset Keanu🫢✨✨
	🔥🔥
	💙🤍
	Bounce Back Blazers 😭
	Minnesota Timberwolves Vs Portland Trail Blazers
	They gonna win the conference!?
	And he Did it on 59% Shooting and 50% From 3pt Range
	Este muchacho para mí es uno de lo mejores esa edad tan corta escolta que yo eh visto todo lo días hace un muy buen impacto como jugador ete muchacho Antony Edwards apenas tiene 23 Años de edad está 3 mejores anotador como escolta oye quien eta por enc… Wyświetl więcej
	And everyone thought that melo was better than Ant. Smh
MIN	He's him🔥
MIN	41 pts, 4 reb, 4 3pm but no assist?✌🏻
	🐜
MIN	Overrated
	Hayzen Kramer u dam sure not lying
	Charaya D Polk facts tho hes hella overrated people need to stop saying hes the next coming of mj because he ain't. Them wolves ain't making it past the first round
	Hayzen Kramer I just told my buddy this same thing I kid u not they outta there
	Charaya D Polk. You and Hayzen sound like a match made in heaven. Get together and cry about how Ant hurt you
	Kimberly Sue I'm not a portland fan. Your just mad your team is a first round exit one win team
	Kimberly Sue u tweaking them ppl over rated they not going anywhere in the western playoffs watch and see
	Hayzen Kramer, a lot of psychologists have kids play with dolls to express their anger. Maybe that would help you. Ant look like someone who hurt you?
	Charaya D Polk friend me &amp; then we’ll see..
	Hayzen Kramer Friend me &amp; we’ll see..
	"Hayzen Kramer and it's ""you're"""
	Charaya D Polk, lmao...got you talkin about em
	Hayzen Kramer 
	Hayzen Kramer room temp IQ alert.
	wow
	🙃😍
SPAM	Shaq Soars into Orlando's Hoops Heaven: A Night of Legacy and Laughter......https://uniexmag.com.ng/.../shaq-soars-into-orlandos.../
SPAM	What’s good y’all,I’m sending five 5 grands to eight people to hmu with “HARD TIMES ”cus I feel people be going through hard time fr ‼️💯
	Pascal Remy bald trikot für sommer
	Marc Dres eigentlich ein muss
	Pascal Remy denitif
SPAM	Purim our Valentines/Mothers Day/2nd Christmas/Costume &amp; Candy coming... Its from sunset 2/26/24-2/29/24 sunset... Be your man/family's Esther... Israel exists due to her...
	Hebrew Calendar 5883: The 3rd Day of the 1st Week(3/49 yrs) in the 121st Jubilee 
MIN	Anthony Edwards
SPAM	https://www.facebook.com/groups/2024nbaallstargame
	So what they beat up on 15-38 Portland 🙄🤦🏽‍♀️
MIN	Ant man💪
MIN	Trade Kat, build around Ant
SPAM	https://youtu.be/z-kOyBRIbmM?si=3n8c1qCkJAyMCu43
SPAM	https://youtu.be/JytG1-yZ3z0?si=MZRAdPnS8zYljON8
SPAM	I must confess that I'm filled up with abundance joy, you've change my life into a better financial status, i will forever remain grateful to you and your company Mrs Faith  Hannah you're the best account manager I've ever seen in my life,  thanks for … Wyświetl więcej
SPAM	Hi do you care for a dope logo design,breakmatt,backdrop, cartooned picture,for your page at affordable price you can send a direct message
SPAM	Inbox me if you're in need of help
	Amanda Santillanes inbox me
