TEAM_ABBREVIATION	COMMENT
LAC	Top 15 Player all time!
LAC	He is buying for max contract...
LAC	❤️‍🔥🔥🔥🔥🔥🔥🔥🔥🔥
LAC	One of the most overrated players ever! Kawhi too.
	Calvin Macklin Kawhi is far from overrated, absolute casual lol.
LAC	Calvin Macklin Didn't Kawhi give the Raptors and a championship in the 1st year? 1st...year...lol
LAC	Consistency is the Key,
LAC	As if the Hornets weren't down bad 😅
	Edževid Ecko Redžepović treća pobjeda zaredom..Vjerovatno 4.mjesto u PO..
	Los Angeles Clippers Vs Charlotte Hornets
	Practice plang Yan ni pg13😁
LAC	💪💪💪💪
LAC	🔥 🔥 🔥
	sabi nila. magaling ka daw pag mahina ang kalaban🤣😂😂😂
LAC	Playoff p getting ready 🫡
	Galing..pag lakers kalaban bigay yung laro para sa kapatid!
	Playoff P!!!
	Está em alta
	❤️🔥
	🎬🎬
LAC	nice
LAC	Nice 🦾💪
LAC	Up the clips
LAC	Congratulations Clippers 🏆🏀
LAC	PG13
LAC	PG13⚡⚡
LAC	Nice one
	No more pandemic P
LAC	So dropping 41 on a horrible hornets team without Melo is an accomplishment??? Clippers sure have nothing to celebrate about.
LAC	3 more wins, and that 4th seed should be a lock for the clips.
LAC	The best to ever do it
LAC	😂
	Danny Perez why hate? Its easter find god lil bro
LAC	🖕🏽
	🤔
LAC	Mr Georges 💪🏀🔥💯
LAC	I know you can do it
	Paul George
	I love pickled peppers
LAC	Paul George
LAC	Clippers took the w
LAC	Nice work PG13💪
LAC	❤❤❤
	Dávid Siska
	Elilita aleo tazomina aloha ny place ee
	Fifaliana tazomy tsar ary
	Elilita Ouii oui
LAC	❤️❤️❤️💕💕💕
	Bryan Jorge Egrubay bisa
	https://youtu.be/3vzUhxqyBXw?si=jtVoJzNRdY_8E2B3
	https://media.giphy.com/.../Ye8.../giphy-downsized-large.gif
	Pathetic Garbage
	On n off player
	Julius Marc Flores
LAC	No ring
	PG💯💯💯💯
	It's a brand new day and the grind never stop 🛑 ... HMU ASAP I've got a project which you'd love to hear about.
	I’m blessings the live of 7 people to hit me up with “GOD DID”
	Marvin Boby Arana jiombeeeee otro mira andate a la cueva hermano solo salis para ver a tú reina
	I'm Paying 5 Grand For The First 8
