TEAM_ABBREVIATION	COMMENT
IND	Great game Pacers!!!
DAL	Kyrie with two assist .. 🫣
DAL	Watch how the mavs blame it all on Kyrie when they get eliminated in the playoffs. Leave the clown luka. Get outta there, his style of play ain't winning champions
	Thë Mahdi not Kyrie, we blame Jason Kidd
	Thë Mahdi tele
DAL	This was a strange game kyrie cam out blazing In the 4th with luka out then luka got in and they collapsed
	Marques Mitchell Kidd tried small ball lineup, and THJ made a brick village
	Marques Mitchell stop lying to yourself 😂😂 the momentum stopped when Timmy pull up from 35 away there's no one to rebound
	Huge game from Myles!!! Huge team win!!!!! Let’s go Pacers!!!! Keep the momentum going!!!!!!!
	💙💛
	I wish the Spurs hadn’t fumbled all of their picks (except the last one). Indy is blessed.
DAL	It’s not a Luka/Kyrie thing. The Mavs have no front line, and Turner rolled them.
IND	Congratulations
	Dallas Mavericks Vs Indiana Pacers
	Este Turner que está teniendo su segunda mejor cantidad de punto en una temporada y Turner es un jugador má defesivo son de esto jugadores que tú lo tiene como pívot titular y te puede dar una muy buena defensa este hombre promedia 2.2 en bloqueos muy … Wyświetl więcej
	Myles Turner
	Tambak
SPAM	I’m legitimately paying out “5” grands to the first “6” people to message me with “FAITH” cus I feel some people going through difficulties this year, y’all stay blessed.
SPAM	‼️NEW PODCAST ALERT‼️
DAL	A team that has generational luka and additional Kyrie NBA is fixed 😒
SPAM	‼️NEW BONUS NBA PODCAST‼️ (5 mins)
SPAM	"Gifting 6 Grands to the first (20) people to hit me up with ""FAITH"" stay safe ""💶"
IND	Pacers 🙏💪
DAL	Jase Drew Cody Bravo Dylan Gibson Brendan Cole fuck the Mavs stink hard
	L
SPAM	𝖨'𝗆 𝖦𝗅𝖺𝖽 𝗍𝗈 𝗌𝗁𝖺𝗋𝖾 𝗒𝗈𝗎 𝗆𝗒 𝗌𝗍𝗈𝗋𝗒, 𝗐𝗁𝖾𝗇 𝖨 𝗌𝗍𝖺𝗋𝗍𝖾𝖽 𝗍𝗋𝖺𝖽𝗂𝗇𝗀 𝗆𝗈𝗇𝗍𝗁𝗌 𝖺𝗀𝗈, 𝖨 𝖽𝗂𝖽𝗇'𝗍 𝗁𝖺𝗏𝖾 𝗍𝗁𝖾 𝗍𝗈𝗈𝗅𝗌 𝗍𝗈 𝗍𝗋𝖺𝖽𝖾 𝖥𝗈𝗋𝖾𝗑 𝗎𝗇𝗍𝗂𝗅 𝖨 𝗆𝖾𝗍 mrs Faith  Hannah 𝗐𝗁𝗈 𝗍𝗁𝗈𝗎𝗀𝗁𝗍 𝗆𝖾 𝖺𝗅𝗅 𝖺𝖻𝗈𝗎𝗍 𝗍𝗁𝖾 𝗆𝖺𝗋𝗄𝖾𝗍 𝗉𝗌𝗒𝖼𝗁𝗈𝗅𝗈𝗀𝗒 𝖺𝗌 𝖧𝖾 𝖼𝗈𝖺𝖼𝗁𝖾𝖽 𝗆𝖾 𝖺𝗅𝗅 𝖺𝖻𝗈𝗎𝗍 𝖼𝗋𝗒𝗉𝗍𝗈 𝖺𝗇𝖽  𝖥𝗈𝗋𝖾𝗑 𝗍𝗋𝖺𝖽𝗂𝗇𝗀.  𝖳𝗈𝖽𝖺𝗒 𝖨’𝗆 𝗀𝗋𝖺𝗍… Wyświetl więcej
SPAM	𝖧𝗈𝗐 𝗂 𝗀𝗈𝗍 𝗉𝗋𝗈𝖿𝗂𝗍𝗌 𝗐𝖺𝗌 𝗏𝖾𝗋𝗒 𝗌𝖺𝖿𝖾. 𝗅𝗈𝗈𝗄𝗂𝗇𝗀 𝖺𝗍 𝗆𝗒 𝗉𝖺𝗌𝗍 𝗐𝗂𝗍𝗁 𝗈𝗍𝗁𝖾𝗋 𝗍𝗋𝖺𝖽𝖾𝗋𝗌 𝗂𝗍 𝗐𝖺𝗌𝗇'𝗍 𝖾𝖺𝗌𝗒 𝖾𝗌𝗉𝖾𝖼𝗂𝖺𝗅𝗅𝗒 𝗈𝗇 𝗆𝗒 𝖿𝗂𝗇𝖺𝗇𝖼𝗂𝖺𝗅 𝗅𝖾𝗏𝖾𝗅. 𝖨 𝗃𝗎𝗌𝗍 𝗁𝖺𝗏𝖾 𝗍𝗈 𝗌𝖺𝗒 𝗍𝗁𝖾 𝗍𝗋𝖺𝖽𝖾𝗋 𝗂 𝗐𝗂𝗅𝗅 𝗋𝖾𝖼𝗈𝗆𝗆𝖾𝗇𝖽 𝗍𝗈 𝗈𝗍𝗁𝖾𝗋𝗌 𝗂𝗌 𝗍𝗁𝗂𝗌 𝖬𝗋𝗌 Faith Hannah 𝗐𝗁𝗈 𝗂 𝗁𝖺𝗏𝖾 𝗀𝖺𝗂𝗇𝖾𝖽 𝖿𝗋𝗈𝗆 𝖺𝖿𝗍𝖾𝗋 𝗂𝗇𝗏𝖾𝗌𝗍𝗂𝗇𝗀. 𝖨 𝗐𝗂𝗅𝗅 𝗎𝗋𝗀… Wyświetl więcej
SPAM	The best time to invest is now.!!!
SPAM	There is no greater joy than having financial freedom and a life free of debts, that's why i keep posting a comment about Mrs Faith Hannah, for his good works helping people earn money in crypto trading, connect with her via this link below and start e… Wyświetl więcej
DAL	Luka the stat padder that doesn’t play defense and is out of shape.
SPAM	My business is real and legit bro, let’s just work on trust and make this money together, I have worked with a lot of people helping them, but they screwed me,  but I am gonna trust you and try if we can work together for long
