TEAM_ABBREVIATION	COMMENT
UTA	Keyonte George
	Atlanta Hawks Vs Utah Jazz
UTA	Well done Keyonte 😃
UTA	Defensive struggle
UTA	Keyonte put efforts
	🤑 💰 tonight 💯 if you not in the group chat 💰💰🐐💪🏾you join the telegram group where plays are posted openly ❗️🏀🏈⚽️ https://t.me/+j44ModrHbYw2MGU8
UTA	Well done guys.
UTA	Let's go Jazz
UTA	Keyonte vs Sexton đánh ác
UTA	🙂🙂
UTA	Lauri come back. Stop being lazy
UTA	Nice putah jazz
UTA	Keyonte George
UTA	Jaaaaaaaazzz
	Jade CM you heard of this dude? Seems to go alright?
	Ethan Scott might pick him up off the wire
	#freekessler
SPAM	https://poisegel.com/kmkb0179pu...
ATL	Trae needs to leave and come join the goat king James
UTA	go shine more, keyonte !!!
SPAM	As a millionaire living my best life, I’m paying bills for the first 5 people who message me ‘ HARD TIME ’ It’s all about sharing the blessings. Stay bless y’all
SPAM	Sign him https://youtube.com/shorts/K9WO_JvLOZ0?si=EyX0TuOlTE2iR9G8
SPAM	I never thought we will live a happy life together again, but today, I am so glad for what (Dr OLOYE )  spell caster did for me as he cast a reconciliation love spell for me to bring back my Ex to live together with me again. My testimony to everyone who is in the same situation as i was,should contact him on (droloye017@gmail.com@gmail.com)  or add him on Whats-app: (+2349155403166)🌹🌹🌺🌹
	Long read but worth it
	Hi everyone 👋
SPAM	"As A Millionaire Who Is Living His Best Life I Was Also Suffering At a Time And Know How Difficult It Is To Pay Bills.  I'M PAYING 5 GRANDS TO ASSIST THE FIRST (7) PEOPLE TO DM ME  ""HARD TIMES"" STAY BLESSED Y’ALL"
