TEAM_ABBREVIATION	COMMENT
BOS	the #celtics demolished the #nets with a 50 point beatdown!!! wow! the best team in the NBA right now, going to ASG break 🙂
BOS	SHARP THE SHOTS TO VICTORY CONGRATS CELTICS GOD BLESS NBA PEACE😉👌🙏🏻👍✌💯💯💯💯💯💯
	Easy schedule
	Michael Decker they've literally had the hardest schedule to this point..
	Michael Decker all year? They had the hardest strength of schedule to start the season and finished it with the best record.
	Michael Decker they’ve had the toughest schedule in the league until recently and still have the best record in the league. Cope
	Brooklyn Nets Vs Boston Celtics
BOS	The game was already over midway thru the 1st quarter
	Lo que yo decía Celtics eh un equipo que gana sacando mucha ventaja pero está fue pero madrugada por 15 le ganaron el primer cuarto y un dato los Celtics en el TD garden en Boston el diferencial de ello de puntos es de 13.7 aplastate fatigante a puntos… Wyświetl więcej
	Di ito masyadong napansin.. 50 pts tambak, grabe talaga Celtics.. imagine mo kung sa Lakers to nangyari or nag choke ang GS mula sa 50 pts na lamang.. ano kaya masasabi ng NBA oh analysist, pati mga palamunin na mga haters🤭🤭🤣
	Tako Otako ASA MAN GYUD KA US NYAHAHAH
	The Colorado native !!  🤝🏾🧊🏀
	All Star snub!!!
	All star right there!
BOS	A 50 point win,,,what term can ,,,gooocelts
BOS	Go Celtics 🍀🏀🔥💪❤️❤️
	Wow lakas ng boston ahhh,,,mas lalong lumawak ang winning streak nila nito kong ipagpatuloy pa
	AL Prince pag playoffs waliss namn
	TnTx Lima Jr Gandecila pati playoffs,,,malakas din
	AL Prince Meron bang malakas natalo Ng gsw sa finals tapos nag sweep palagi sa conference
	TnTx Lima Jr Gandecila atlest malakas lagi nasa finals at nasa playoffs,,
	AL Prince kaisa lang ngayan naka upo nang finals e
BOS	For you all guys,,,, congratulations 🎉🎉 WWW,,go celts,,,, 💚💚💚
BOS	Wow 50 point lead
BOS	🏀☘️
	HS vs NBA!
BOS	Yes!!!!🍀🏀👏🏽👏🏽👏🏽👏🏽👏🏽
	Gold
	😱😱
BOS	☘️☘️☘️
	Tommy Diego ça pique
	Ash 😳🤓
BOS	The GOAT at it again 🙌🙌🙌
BOS	He was great but actually Pritchard’s percentage was higher and a point
BOS	Derrick White
BOS	Yessir ☘️☘️
BOS	He's been on fire!
BOS	Derrick with a 44+\- is crazy
BOS	Cameron Michelson pretty sure he leads the league in plus minus he’s 1st or second.
	Que pela
BOS	Nice one Billy Crawford
BOS	Celtics are tough
	NBA is becoming a joke
	Tambak limang buwan
SPAM	"Things are kinda tough atm especially this time of the year so as a way of helping out those facing challenges, I'm gifting 5 grand to anyone who message me with ""ALIVE"" let's spread love and end inhumanity❤️"
	The Dennis Schröder Effect.
SPAM	https://youtu.be/Hy7o66yh-pc?si=xUONVqQhCWPyZusD
BOS	Overrated
	Impiry resinay zay reto ??
	康文憲謝旻叡麥基哥離開勇士打出自己一片天
	大屠殺
	Sai ta ma
	Fabian Russo him
	Luke Jakovcevic rip
