TEAM_ABBREVIATION	COMMENT
BOS	I hope they win the championship because if they don’t, all that for nothing.
BOS	Boston Celtic will be the 2024 NBA Champion
BOS	Thank you Celtics.
	Gerald Kagaoan lol, we be scoreboard watching now. Tied for 5th now.
	🤣.
	🤔
	Alex Bendana it will be by record i think?
	Gerald Kagaoan yes, but if they end up with same record, and a season series of 2-2, they must go by more conference wins or division wins I’m assuming.
BOS	Great Win For The Celtics 💚🤍 On The Road
BOS	All fun and games until Jaylen Brown suddenly forgets how to dribble the basketball using his left hand 😩😭💀🤣
BOS	🔥🔥
BOS	That’s dope they been balling all year.. Besides Denver they the most complete team.. Heat in 5
BOS	Yep, and won't mean jack if they lose to Denver...or even the heat...again.
BOS	All these regular season wins and will likely get bounced first or second round lmao
BOS	Let’s win the nba championship this year
BOS	Tatum for the team
BOS	Our defense hasn't looked good the last couple games 🍀
BOS	Heat just aren’t the same this year. Celtics could actually takem in 5 I think.
	The Lakers are going to Bust their bubble! I gonna watch it happen!!!!
BOS	3 more games needed to get Top seed in the league and home court during the playoffs.
	Den Sh we already did duhh
	ZoeFive A Fool I am talking about LEAGUE top seed NOT the CONFERENCE top seed. Duh
BOS	Boston ❤️❤️❤️❤️
	Boston Celtics Vs New Orleans Pelicans
BOS	It's championship or burst .
BOS	2 yrs in a row. Chokletics
BOS	Let’s go Celtics ☘️☘️💪💪💪
	Heat is waving 👋 😂
	Allan Rae Marcelo Baka matalo pa sa play in ang heat hehehe
BOS	Will sure be a shame when they bow out 1st or second round lol.
	Adam Kane that hasn’t happened since when? I’ll wait lmao
BOS	😂 I kid, I kid...
BOS	Let's go Celtics🍀🍀 make it 60
BOS	Nice move regular season champ we'll see in the playoffs
BOS	"Jayson ""The Titanium"" Tatum"
BOS	Get it
BOS	#JTandTheCelticsAreRolling☘️🏀🔥 💪🏼
	Erin Murray
	Lynn Spaziante we need to make a plan to go out and watch a game
	Erin Murray yes!
BOS	Lets go that's my team!!!! Celticnation 🍀💚🍀💚🍀💚
BOS	Just do it!
BOS	Good job and great game .. excellent win.. congrats for team celtics, i hope you all always success and god bless you
BOS	Keep going but play with fire and energy like the game is for banner 18
BOS	Still won’t win the championship
	Randy J Kennison Jr. bet
	Amanda Leigh Girouard Denver winning
	Randy J Kennison Jr. yeah, okay.
	Amanda Leigh Girouard ok will see
	Just to lose to Miami in the east finals again 🤣🤣🖕🖕
BOS	Don't like Celtics from larry bird
BOS	Thank you boston..
NOP	Shout out to Williamson ❤️
BOS	That's my boy i told before u man😎👍 i told u😎😅
BOS	Wonderful
BOS	Still gonna choke when it counts.
	I’m legitimately paying out “5” grands to the first “6” people to message me with “FAITH” cus I feel some people going through difficulties this year, y’all stay blessed.
	Adam Smith
	https://t.me/nbababaa
	https://vm.tiktok.com/ZMMaUJFd3/
BOS	☘🏀💚
BOS	☘️☘️☘️
	Doree
BOS	🏀🏀👌👌
BOS	🍀🍀🍀
BOS	💚💙💛🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🚇🌠🪀
BOS	🔥🔥
BOS	☘️☘️☘️☘️
BOS	⭐⭐⭐
BOS	🤟👌💚🍀☘️
BOS	☘️ 🍀 ☘️ 🍀 ☘️ 🍀 ☘️
BOS	😱😱😱😱🥰🥰🥰🥰
	I heard the whole #NewYork #Yankees team are going to Push #Dogecoin and by #AllStarBreak that #crypto is going to be worth 50 times what it is today....and that is just the start of its #climb #tothemoon 😱😱 help #Growdogecoin
BOS	All this Just to choke in the playoffs again😂🥱
BOS	Second round exit.
BOS	And they still won't win the chip
BOS	Didn't choke at all, nice🔥🔥🔥
BOS	Playoff choke onways
