TEAM_ABBREVIATION	COMMENT
LAC	He scored 24pts in the 4Q alone. His baskets are timely and his defense is elite. I never seen him play as efficient as this and I hope it continues untli playoffs time.
LAC	I'll tell everyone again, if the Clippers dont ink a new PG13 contract and let PG walk away, they'll gonna regret it.
LAC	Clippers about to send Luka home for the third time in the first round!!!
	Bobby Warden Mavs red hot rn, no chance
LAC	Thomas Milliken didn't even make the playoffs last year and the year before Kyrie was swept with KD. I like the Clippers chances lol especially since Ty Lue knows Kyrie better than anyone
CLE	🤣🤣🤣🤣🤣
LAC	😂😂😂
LAC	😅
CLE	🤣
LAC	Bobby Warden Agreed. KAWHI owned him both regular season and the playoffs. 18-7 regular season and 8-5 playoffs.
	Bobby Warden save your luck
LAC	Bobby Warden crazy that beating the Mavs in the postseason is the highlight of the year for Clipper fans
	Bobby Warden https://t.me/+giJaUtpX5-FhNDNk
LAC	Lebron never did this kind of stats in his entire career.. this man absolutely better than bron, this is just my opinion. No hate ❤️
	Cleveland Cavaliers Vs Los Angeles Clippers
LAC	dude had 9 fts in the 4th qtr alone.
	Jeremy Fackrell refs helped the clippers in the final 3 mins
	Jeremy Fackrell https://t.me/+giJaUtpX5-FhNDNk
LAC	Now He's showing He's a superstar ✨️
	Didi Jones until he goes 4-17 next game like he normally does
LAC	Brian McNeill he knows playoffs is coming, he's gonna park at that level the rest the games and playoffs
	Didi Jones https://t.me/+giJaUtpX5-FhNDNk
LAC	I want to see a Lakers V Clippers playoff series, and so do you!
LAC	Sign this guy into a new deal.Still better than Shai.I knew it
	John Paul George Ringgo 💪
LAC	💪😤🙌🔥 Let's go Clippers!!!
LAC	💪
	Chris Paul George Harrison Ford Ranger, lol!
CLE	Cavs choked hard 😬
	Jefferson Liang https://t.me/+giJaUtpX5-FhNDNk
CLE	The Cavs had a 26pts lead and scored 80pts in the 1st half and thought the had it 😂😂😂.
	Yappi Timothee https://t.me/+giJaUtpX5-FhNDNk
LAC	Yappi Timothee Clippers played well against Cavs!
LAC	PG will underachie the next 3 games. Her can't sustain this level of play anymore unfortunately
LAC	Congratulations Clippers 🏆🏀
LAC	Great win thanks for helping sixers
CLE	😳🤣🤣🤣🤣
LAC	We don't need it but thanks anyway
	Henry Pratt https://t.me/+giJaUtpX5-FhNDNk
LAC	Ppl keep sleeping 😴 the clippers got the championship potential for 2024 if they stay healthy for once 🏆
	Almost a 40 piece! 🔥
	Naasar ako dito kanina Puro dribble tapos buwaya . ayaw mamasa pinipilit ang Tira . Pero kahit ganun panalo parin Congrats Los Angeles clippers Lakers ...
	Oo nga kasalanan ni PG yan kung bat natalo ang cavs ۦۦۦ ۦۦۦ ۦۦۦ
	😭
LAC	Great win 🏆
LAC	Just 4 more games to play!
LAC	Love it!
LAC	🔥🔥🔥
	Incroyable 😭❤
	Very good!come fr.behind ,wow
LAC	My question is, what's the point of signing a max-contract to a player who rarely scores 20+ point consecutively? 150+ millions in 3 years for what? No championship, no mvp's, no even in the conversation, no nothing, and every year is the same
	💩🤡🗑🤦‍♂️😆😆😆😆
	Voskher Owono go get a life
	Voskher Owono how does one average 22ppg over 71 games and not score over 20ppg consecutively?
	All hail King George ! 👑
	Mark Suwoo Owens https://t.me/+giJaUtpX5-FhNDNk
	I’m
CLE	So cavs scored 38 the whole second half? Got to be kidding me
	Nick Lopez https://t.me/+giJaUtpX5-FhNDNk
	❤
LAC	The clippers came back from down 26 points but it does not change the fact that PG13 is such a good regular season player but he mostly chocks in the post season. He must be remembered by the name Dame time
	Pinoy memes Kawhi will take over, easy as that .
	😂
	Pinoy memes inggitero hahaha just watch
	Pinoy memes https://t.me/+giJaUtpX5-FhNDNk
	Pinoy memes Funny you name Dame Tike considering his championship cabinet is as empty as PG’s, he’s a choker too.
	Pinoy memes you must be a hater for the Clippers team! Can you do better?
LAC	The clippers sucks they always gets the teams that coming on a back to back.. They never play the teams first the lakers have to soften the teams up for them.. lol 😂😂
