TEAM_ABBREVIATION	COMMENT
CLE	Well done, Evan!!
DET	ladies and gentlemen, it's fifty already 😂
DET	The Pistons are a very bad basketball team LOL
CLE	This Cavs team is the real deal mf dark horse of the NBA rn.
	Cleveland Cavaliers Vs Detroit Pistons
CLE	Evans a dawg, he's what ayton thinks he is💀
DET	9-50!! Unbelievable!
CLE	Where was he 3 days ago??
CLE	Congratulations💯💯💯
DET	Damn... To bad Detroit 😥
SPAM	I’m legitimately paying out “5” grands to the first “6” people to message me with “FAITH” cus I feel some people going through difficulties this year, y’all stay blessed.
	Evan Mobley
SPAM	Don’t need a lot of words to prove that you’re real because I’ve seen it all thanks to you and may God bless you JEFFERY Jeffrey Anderson  🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞
SPAM	Message me for your fast and reliable loan payment. Worldwide disbursal.
