TEAM_ABBREVIATION	COMMENT
MIA	Embarrassing loss for the Heat! Smh
WAS	Kuzma drills the three! What an amazing shot and an even more amazing celly!!
WAS	When was the last time this good for nothing wizards won against an eastern conference champion 🏆
MIA	This is Heat culture 💀
WAS	Must be exciting being a wizard
MIA	At this point it’s like, “don’t be that team!”
WAS	Throwing up the 👌🏻 when they’ve won 11 games all year 💀
MIA	Rigged everyone had money on the heat to win this
WAS	Huge win from the Wizards to cut the difference to 43.2 games.
MIA	Miami is OVERRATED
WAS	Always plays down to competition. Good thing thing the playoffs have higher comp
MIA	The Heat man, that’s a funny team🤣🤣🤣
MIA	Something wrong with the Miami team
MIA	🤣 that's the something wrong 🤣
	April Jane Panes Alfar that was awful
WAS	Am I the only person that looks at these highlights and hopes Poole is leading the team?
	‼️
WAS	Linda Brennan I know but I still hope he turns it around. He legit has the skill set to get it done. He just makes very bad decisions.
WAS	Kuzma is on 🔥
WAS	dude almost blew the game.
WAS	Of course it’s on my team too😡
	Pullin' a classic Jim Paredes celebration
WAS	need to sell poole asap
WAS	They are tanking no to be the the last team in standing 😂😂😂
MIA	Heat is not going to repeat their Cinderella story this season!
WAS	Nice one kuz..congrats May baby pogi...❤️❤️💪🙏😘
MIA	That's embarrassing to lose at home to one of the 2 worst teams in the league lol
	Washington Wizards Vs Miami Heat
MIA	Now tell me which is better?  Win a closed game or lose a closed game vs Wizards? Jst asking.....
	Dude has a chance to leave but he stayed instead. What did DC offered to this man? His own team?
MIA	The mighty heat lost from the last team in the NBA?
WAS	Wizards are a broken team
WAS	You won 11 games of 53 why celebrate just do your job
WAS	I'm sorry y'all i almost forgot Washington had a team.
	Butler's hairstyle 😅
MIA	Miami is a complete mess
WAS	Playing with no pressure at all,that's it!🙄🤣😲👀
WAS	He looks like a kid drew on him with a crayon 🖍 SMFH
WAS	Ellimanite man yan ang wizard
WAS	What does it matter lmao, you ain’t got any playoffs hope
	Nice 1 twigs💪💪
	Nice photo
WAS	He probably showed out and they're 11-53 🤣🤣🤣
WAS	Jones had 12 PTS not REB
SPAM	"Gifting 5 grands to the first five people to hit me up ""GOOD GOD "" Y'all stay blessed"
	林威翔
	Richard Gregorchik
	💙🌠🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
	❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
	Vegas fix a llot of games tonight
WAS	This lost to wizards fuck my parlay🤦🏾‍♂️
WAS	Kyle the man
MIA	Heat Culture 🤣🤣🤣
WAS	Kyle Kuzma
	Lol all eliminated lol
