TEAM_ABBREVIATION	COMMENT
CLE	Found his home at cavs...
CLE	Porter Jr needs more minutes
CLE	Adrian Tash he does dudee can hoop
CLE	Every other time I b3t on him he doesn’t pull thru
CLE	Vernon Mooney I swear !! I don’t understand! Bet on him he has the worst night .. leave him alone he goes over on everything
	Charlotte Hornets Vs Cleveland Cavaliers
	Anjo Nathaniel Comaling
CLE	Yea whenever I choose this guy for a double double he get 4 rebounds 😂
	🤣🤣
	Sean Booker $50,000 won on nba Parlays but ok buddy
	🧢 🤣🤡💩
	Sean Booker lol inbox me I’ll show you a trick so your hair can grow back
	Paulette Allen.
CLE	Good
CLE	🎉
CLE	Awesome 🏀🏀🏀🏀
	Looks Like Rasheed Wallace.
CLE	Jarrett Allen
	Team PH vs NBA Rookies goes Head-to-Head in a Street Basketball Match
	The world is rotten and people don't mind, we aren´t here to enjoy or have fun, this life is a proof. It´s incredible, no matter how difficult the situation gets, almost no one wants to obey GOD - JESUS CHRIST and TRULY do his will (far away from relig… Wyświetl więcej
	Robbie Christopher is that Dennis Edwards?
	Imma be giving out 5 Grand to the first 5
CHA	How much did grant Williams score? 🤡🤣
	You’re in debt or you need financial assistance ⁉️Dm “GOOD GOD” 💰
