TEAM_ABBREVIATION	COMMENT
CHI	Only 39 points?
CHI	4 3s from DeMar 🎯🎯
DET	Hawks don't stand a chance in Chicago in the first Play In game
	God bless you and my son and I are huge basketball fans!!!
CHI	Drew League DeMar
CHI	💯💯💪
CHI	💯♈️🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌠
CHI	DeMar DeRozan let his voice be heard on the Bulls
CHI	Almost a 40 piece 💪🏾
CHI	Yawn 🥱
DET	Pistons with 13 wins is embarrassing
	4/6 3s.
CHI	DeMar DeRozan
	Nice photo
	Mother in-law asks her son's wife why all the children don't resemble their father ? 
	Kahit nanalo rliminated na sila
	Triple De💪
CHI	Chicago Bulls Vs Detroit Pistons
	👏🏾👏🏾🤩
CHI	Bulls win
DET	Poor Detroit, THEY got ROBBED out of the SUPERBOWL, NOW THEIR B-BALL TEAM SUCKS! THOSE CHEATING GANGSTERS ALREADY KNOW WHO'S GONNA WIN THE NBA! THIS YEAR AND THE NEXT!
SPAM	///
SPAM	"Gifting 5 grands to the first five people to hit me up ""GOD IS GOOD"" Y'all stay blessed"
SPAM	https://music.apple.com/.../ballin-freestyle/1740533453...
	Beat a chump team and you all roar like bulls.  Reality check needed
	💩💩
	Deebo🖤🖤🖤
	bums
