TEAM_ABBREVIATION	COMMENT
	Memphis Grizzlies Vs Brooklyn Nets
MEM	Honestly hate it every time we win. Should be tanking lol. Try to get another piece. When healthy one of the best in the west.
	What do you think Luka will accomplish?
MEM	Where is Ja Morant??
MEM	Mtoa Comments Maarufu injured for the whole season
	Mtoa Comments Maarufu u obviously don’t watch basketball
MEM	Luke Kennard
	Fckng Game Fixed!!!
MEM	Ridiculous losing to a G league team.
MEM	Luke got em
SPAM	"Imma do this once sending 5 grand to the first 6 people to hmu with ""GOD IS GOOD"" cus i feel some people going through difficulties, Y'all stay Blessed"
SPAM	Respect 🫡 you got some potential don’t waste it ….. I got some for you HMU 🤙 RN 💯
	LMAOOOO insane
SPAM	Any choice items any colour any size check store...🛒🛍️🛍️⬇️⬇️
MEM	VIP is on fire 🔥
	 👇👇👇
