TEAM_ABBREVIATION	COMMENT
ORL	40 wins , Orlando is legit this season.
ORL	Calvin Jackson facts I got the magic going to the ecf!
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	Orlando tough!
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	He's the MVP.
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	Dudes an absolute beast. A true difference maker in just year 2 of his career. Along with Franz Wagner, these 2 are the next pair of stars
ORL	magic going to the ecf!
ORL	Paolo Banchero on the charts
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	I thought it was Rondo 😂
	Qeqi Bllata at first I was like wtf is he saying then I did a double take and lold
ORL	He's  my third candidate for MVP
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	Go..for paly offs...Orlando  magic
ORL	4 seed incoming
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	The brotherhood
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	Magic 🔥🔥🔥🔥
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
ORL	BOOM💥💥💥
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
	😄
TOR	Bounce Back Raptors 😭
ORL	Magic's been playing bottom feeders since the All-Star break.
	Frankie Comia but we had the toughest schedule the first 20 games. Oh and went on a 9 game winning streak. Go watch paint dry.
	Tyler Christy Doesn’t make my statement any less true.
	Frankie Comia
	Frankie Comia PLAY THE SONG
	Frankie Comia no, it makes it irrelevant tho.
	🤷‍♂️
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
	Play the song 
	Play the song!!!
SPAM	🏀💙new group, post &amp; share your opinion 👇👇👇
	Toronto Raptors Vs Orlando Magic
ORL	All people talk about is Victor Wemby but yet Banchero is the man who brought my team from the bottom of the east to a 4th Seed in just his 2nd Year along with Franz.
	Please, I need an agent to ship the 1xBet program Please, I need an agent to ship the 1xBet program
	Life time banned 😭😡
ORL	Paolo Banchero
SPAM	Please, I need an agent to ship the 1xBet program Please, I need an agent to ship the 1xBet program
SPAM	Please, I need an agent to ship the 1xBet program Please, I need an agent to ship the 1xBet program
