TEAM_ABBREVIATION	COMMENT
CLE	Good job 🏀🏀🏀
CLE	With Mitchell, Mobley, Strauss and Wade injured. The Cavs did good. Welcome to the Cavs Marcus Morris. He did good last night. 4 3’s in Cavs debut!  14 points 4 rebounds in 20 minutes of playing.  Caris is awesome Should be in running for 6th man! Jarrett Allen is absolutely an underrated player in the league!  Can’t wait till the whole team is healthy!
	Cleveland Cavaliers Vs Indiana Pacers
CLE	6th man of the year
CLE	6th man of the year!?!
CLE	That's awesome to hear about Caris LeVert and the Cleveland Cavaliers getting that road win against the Pacers!
CLE	23 points not  bad performance
CLE	BOOORA, CARAII!! 🏀🔥
CLE	The Clever
CLE	niceeee ❤
SPAM	The world is rotten and people don't mind, we aren´t here to enjoy or have fun, this life is a proof. It´s incredible, no matter how difficult the situation gets, almost no one wants to obey GOD - JESUS CHRIST and TRULY do his will (far away from relig… Wyświetl więcej
	Sign Mocccc
CLE	Good luck 🤞
SPAM	I’m funding 3GRAND to first 4 🇺🇸 citizens to hit me up with “GOD DID” stay bless🕊
CLE	🖕🤡🖕
CLE	🖕🤡🖕
CLE	Wonderfull
SPAM	Branhan Lowther Linda Johnson Luka Mitrovic Alexander George https://zap.buzz/PjMdYZ0
	I Am going to Positively change the lives of 1st five people to write me with the word “ALIVE” let’s end inhumanity 🇺🇸🇨🇦💯
CLE	🖕🤡🖕
CLE	🖕🤡🖕
	Caris Levert
	Adrian Tash Anjo Nathaniel Comaling Frank Weber Thony Nirina Käy Black Meh Dehr Evelyn John Anjo Nathaniel Comaling Adalton S Silva Frank Bonarrigo Debra Hayward Sage Raanan Abby Jordan Daniel Collins Alberto Rodriguez Jose Javier Seguías Natera Ndagir… Wyświetl więcej
IND	Pacers are trash
SPAM	I never thought we will live a happy life together again, but today, I am so glad for what (Dr OLOYE )  spell caster did for me as he cast a reconciliation love spell for me to bring back my Ex to live together with me again. My testimony to everyone w… Wyświetl więcej
CLE	⚡️Coffee Slimmer Pro⚡️
