TEAM_ABBREVIATION	COMMENT
DET	The other NBA teams after they finding out they made it to 10 wins:
DET	😂
DET	😂 at this point they need to move to Montana or North Dakota
	You can beat the wizards now 😂😂😂 kuzma is feeling sick for sure 😂😂😂
	Rocky Calvez nope
DET	10 wins after the all star break is tragic 😭 I really wish the Lions got to that super bowl for Detroit
DET	Congrats on your 10th win. Let’s go for 15
DET	34 point, what a performance
DET	Big 10th win 👏🏽👏🏽👏🏽👏🏽👏🏽
DET	Come on boys on fire
DET	💜
DET	Even though pistons have less wins, I think the wizards are worse
	Kuzma and Washington wizards
	Northport  vs terrafirma
DET	Go Jaden!!
DET	Let's Go Pistons. Go for 30-52!
DET	Jaden Ivey
DET	Pistons no longer the worst  but Imagine being the worst team in the league 😂 Kuzma must hate that he ever made that tweet because look at those wizards xD
	💪 sveto trojstvo: Cade, Ivey, Duren.
DET	Pistons won? Wtf 😂😂😂
DET	Double Digits Win.
	What happened to former Knicks Grimes ?
	Free Haiti
	Who?
	Karl Angelo Tan lage mng tatandaan blog ang bola
	Kevin Sevilla Gabriel parehas lang mahina yan
	Karl Angelo Tan laks m tlga hahaah
DET	"Jaden ""The Poison"" Ivey"
	Chambalero HAHAHA
	😢
	https://youtu.be/RzXJmV0Xvlk
	https://www.facebook.com/groups/allaroundsports/?ref=share_group_link
DET	How the fuck they won with 18 turnovers is beyond me, but at least only 9 belonged to Cade and Ivey
	Cori Effersbannedme https://t.me/+2WKLq2MCyj04MDNk
SPAM	As a millionaire who is living his best life… I was also suffering at a time and how hard it’s to pay bills. I’ll be giving 5 grand to the first 10 lucky people to hit me up “GOD DID” love y’all 💙
	😂
DET	Atleast we're ahead of Washington talk shit now kuz don't be that team right?
	Brooklyn Nets Vs Detroit Pistons
DET	Pistons &gt; Wizards 🫣
	PULL UP #BMF ALREADY TOOK OUT ONE SOLDIER
	#Y2K
	#Y3L
DET	Detroit Pistons
	The system🤌🏽😤😂
	Le ticket ako p
	Dm if you need some help ❤️
SPAM	I never thought we will live a happy life together again, but today, I am so glad for what (Dr OLOYE )  spell caster did for me as he cast a reconciliation love spell for me to bring back my Ex to live together with me again. My testimony to everyone w… Wyświetl więcej
SPAM	Nick Dear, Rocky Calvez, Escobar Franklin, Jesus Garcia Vargas, Katie Garet Makova, Chris Paynter, Roldan B Clavite, Mel Yonaryo, Ante Boban, Ras Carter, Reginald Raven Vipinosa, Nicolas Jean Louis, Meh Dehr, Jeysii De Leon Lomeda, Jonah Travis, Kier B… Wyświetl więcej
	🤣
