TEAM_ABBREVIATION	COMMENT
HOU	Loved him when he played for OTE in Atlanta. Great to see him doing well in the NBA.
HOU	Kalin Leonard took garbage time for it to finally happen but hey, he did it
HOU	Howie Hensley like is said, it’s great to see him doing well in the NBA.
HOU	Lots better than last year.  Great job, Rockets.
HOU	👋
HOU	Hahaha  see u next season rocket munchers
LAC	Bounce back next season
HOU	Ime might win coach of the year for this
HOU	For the rockets finish .500 is impressive they record was bad at one point but just fell alittle short of the playoffs
HOU	Great Job Rocks!!!!!!!!!!!
HOU	Houston Rockets Vs Los Angeles Clippers
	Ruben Francq
	Joe Litt
HOU	❤️❤️❤️
HOU	41/41 is a huge improvement from last season
	This doesn't change the fact that Lakers will be the 2024 NBA champions LeBron MVP
HOU	I member watching this man trying to get one last shot in the nba. Forgot the name of the show but happy to see him doing good.
	Amen &gt; ausar
HOU	This season the rokies are very very good
LAC	This clippers team is kind of strange, loses with teams that do not make sense, and they only give gas when it comes to lakers, warrios etc etc
LAC	Ericka Denyse Nandja that was a third string game they played the clippers G league team
HOU	Triple Double Kings
	Bronny just sitting home mad as hell knowing he will never have a stat line this good.
LAC	Ist round  for clippers early vacation
	Este no es el que pelea
HOU	We finished .500 so definitely improving
HOU	We love this
HOU	Blessed
HOU	Is also the worse season of this guy like wemby
HOU	.500 on the year. Not bad.
HOU	Congrats Amen 🙏🏼.
HOU	Amen Thompson
HOU	Rigged nba games
HOU	Its too late
LAC	Wow
LAC	Almost 5x5
	Jiffy Fuentes Gencianeo
LAC	Brenndale Susas ayaw na bay hahaha
	Jiffy Fuentes Gencianeo AMEN
HOU	Wenhuang Zeng that’s a fantasy basketball stat line
SPAM	Things are kinda tough atm especially this time of the year so l’m gifting 5 grands to the first 10 people to message me with “TOUGH” let’s spread love and end inhumanity
SPAM	Jason Keating Am a private Attorney, for sometime now, one of my client past on. I have tress his relatives, to no avail. So am contacting you, if I will present you to the Bank as the next of kin to my late client. Please, get back to me, for more det… Wyświetl więcej
SPAM	https://www.facebook.com/groups/3647374282145044/
SPAM	"Things are kinda tough atm especially this time of the year so l'm gifting 10 grands to the first 10 people to message me with ""TOUGH"" let's spread love and end immediately umanity."
LAC	😂
LAC	Useless
LAC	Bounce Back Clippers 😭
SPAM	🎖️PROFESSIONAL GAMBLE CONSULTOR. ALL PICKS (STRAIGHTS + PARLAYS)🇬🇧🇺🇸🇨🇦
	Who
SPAM	Top On Sale Product Recommendations!;Authentic Eb Enterbay Kobe Rm-1036 1/6 Nba Basketball Player Kobe Black Mamba Classic Collection Joint Action Figure;Original price: USD 725.20;Now price: USD 725.20;Click&amp;Buy: https://s.click.aliexpress.com/e/_mqmSaCW
SPAM	"Things are kinda tough atm especially this time of the year so l'm gifting 5 grand to the first 10 people to message me with ""BLESSED"" let's spread love and end inhumanity.❤️"
