TEAM_ABBREVIATION	COMMENT
LAL	And They Only Won By 3🤔🤔 So if Ja was playing the outcome really woulda been different🤷🏽‍♂️🤷🏽‍♂️
LAL	20x All Star Appearance⭐
LAL	4x Championship ring💍
LAL	Currently in 21st season, 39 years old, averaged 25.2 Points 7.5 rebounds 7.0 assists this season.
	nuggets vs celtics finals🔥 denver champs🏆
LAL	Don't get me wrong but Lakers will be the champion.
LAL	Lakers barely beat a depleted Memphis team?  Should be a cause for concern.  Sure, a good win for LAL, but folks need to quit posting nonsense like the West is afraid of the Lakers ... NOT.  Sure, teams shouldn't overlook the Lakers, but if anything, LA need to be concerned if they face a fully healthy Nuggets or T-Wolves, depending on how they do in the play in.  OKC is tough too, but LAL could match up better with them.
	😂 😂
	😁.
LAL	The charge? There was no charge. The refs gave them the game. Period.
LAL	That HUGE three point win against a Memphis G-League team...
LAL	Still loving the game and having fun....Just look at his face and body language
	💀💀
	Jacobe Tyler Well said....How do you hate someone that's never been in ANY TROUBLE? Not even a parking ticket..
	Will Will facts
LAL	Will Will wow he has time to smile after all those baby tears
LAL	Jesse Pascal Keeps you watching and talking about him so he's renting space in your mind...King James!
	Jesse Pascal You need some Kleenex?? You felt the need to criticize....Grow up
LAL	Celebrating a move to eight seed by a team that supposedly has the greatest player of all time is so unimpressive it's probably better not to mention it at all.
LAL	The Los Angeles Refs Doing They Thang…
LAL	I'll stick to pro wrestling at least they admit they're rigged
	Ruben Ramirez at this point I've stopped watching
LAL	They beat a team missing 13 players by 3 🥴
MEM	As a life long Laker fan, I actually enjoyed watching the Grizzlies play.. especially Scotty Pippin Jr.  Glad the Lakers won, but kudos to the way the Grizzlies played!  It reminded me how our squad played and won against the Bucks without LeBron and AD!
LAL	Congrats. But still MJ is the 🐐 Greatest of all time and Kobe is the Greatest laker ever.
	the only way left for 8th seed is lakers win last game while GSW and sacramento lose at least once
	Kevin Gecobe If Lakers wins his last, they'll be 8th. GSW and Kings lost las night
	Valentin Cambiano yeah saw that. Now it doesnt matter whoever wins on GSW vs Kings. IF lakers win  their next game, then they will secure 8th seed. If lakers lose, they will be 9th seed. Actually they needed to win their last game since its their ticket for the lower bracket. If they lose, their fight will be on the upper bracket against nuggets lol
	Great Game Memphis TenAKey
	King Abdullah Diallo reasons?
	Alexis Ohno Because Lebron and the lakers where just imy City
LAL	The Bron-AD duo had to score 73 points just to get a 3-point win against the Memphis Hustle 😩😭💀🤣
LAL	When are we going to all agree King James is the best player to play the game 🏀 honestly man look at it.
	Olajuwon Hunter
LAL	They will drop to no 10 in 2 days lol
	Ok..I mean OKC have the tie breaker against Wolves and Nuggets
	Nik Drick ok..
	He didn’t walk out from this game then
LAL	Edit: The refs lead the Lakers to a victory. ✌🏾
LAL	We won, but our defense was absolutely not there for us tonight. Horrendous, horrendous defense. Here's hoping when they do make it into the play-offs, defensive hustle does kick in no matter what hare-brained scheme/rotation Darvin Ham cooks up
LAL	King James is him da best player ever played the game HUGE Win
	👋 How are you I hope you're doing well..I really want to talk to you about we are not friends yet and I try it several times but it's can't send you a friend request can you please send me a friend request so that we can talk and know more about each other if you don't mind..I wish you all luck 😘😘🙏🙏
	Vickia Bobby i dont use fb mostly on X or Instagram also why we should be friends gimme 1 good reason stranger?
	Igor Poslon 3 point win is NOT a huge win buddy.
	Eddy Luna but its still a win i am not your buddy stranger get a grip
	Igor Poslon got it pal
	Igor Poslon I do have a life amigo
LAL	Wow you beat a team with 27 wins! Congratulations! 🙄
	Robert Fisher just like spurs beats the nuggets in a comeback win?
	"Ericben B. Amay no. This discussion isn't about either of those teams. Denver are the defending champs, they don't need to worry about being in the ""play in"" game, which was created for Mr. Flopper. If Adam Silver had any say, he will direct his refs to continue to give leniency to the Lakers. I can't stand what the NBA is today. Also, the Lakers, for the 4th consecutive year, are a mediocre team with a legendary stat player of 21 yrs due to HGH and PEDs. C'mon."
	🤷 Try to use peds if you can score 40pts 12 rebs 14 assist at 39.🤣🤣🤣🤣🤣
	Ericben B. Amay dude. You're delusional. Love the excuse blah blah blah, but they were the 7th seed. They created the play in FOR LeBron. Just like the constant non calls for travelling. That's a whole other subject. They're currently the 8th seed, wow. IF they get past their play in game, they'll get bounced in the first 7 game series. How sad for such a storied franchise, 4th straight season of mediocre play and playoffs. LeBron gets his numbers to stuff his stat sheet because, well, that's important , to him. That's all he cares about. I've never seen a so-called team captain walk off the court before the game is over. Oh that's right, he only does that when they lose. He's a great player at 39 because of PED HGH and how training has changed. We're so lucky in LA, not.
LAL	34 free throws vs 21. Win: Lakers. MVP: Refs.
	John Richardson move on. Watch the game again and again. You're crying because gsw back at 10th spot again? 😭😭
	Jerwin, couldn’t care less about the Warriors. The Lakers have shot 3 TIMES as many free throws as the number two team on the free throw differential rankings. It’s not favoritism, it’s cheating.
LAL	Lebron is all the lakers have. They don't have any other good players.  Lebron never has had any good help on any of his teams.
LAL	When the “NBA” wants you in the playoffs the NBA will get you in the playoff.
	Austin Watkins : Enjoy The Show.
LAL	Lebron and lakers fans should be ashamed. Y’all glorifying this win 😂😂😂😂😂
LAL	Wow they barely beat a losing team!
LAL	Leading the charge in barely winning over a hapless Grizzlies team missing 13 players to help improve their Play-In Tournament standing....WOOOO or something.
	Oh yes, another post about the Lakers, who are 8th in the West.
	Antonis Papadimitriou
LAL	The GOAT is still showing impressive numbers, hail to the King!
LAL	Number 8 can't beat the number 1 to 7 😁😁😁
LAL	One more to go 2 remain at #8.  Their biggest game of the year.  A loss could drop them to #10 at worse. Go Lakers!
LAL	We almost lost to a G league squad!!
LAL	They beat the 3rd/g-league unit of Memphis by 3?
LAL	That Reverse Dunk 😉
	Noel B Golez
	Bring on the pelicans tomorrow ESPN
LAL	💜💛👊
LAL	Nuggets will sweep lebron
	Let's go Lakers your great team
LAL	im pretty sure lakers will become the first team to win in season tournament championship and nba championship in the same season comeon lets be honest no one can beat lakers in a 7 game series with goat lebron and AD as the best duo in the league leading this championship roster carry on🔥
LAL	What a shame... the proclaimed king is happy finishing 8th at last call game in order to get to the playoffs.Man man man,the world of basketball is really crazy this days .
LAL	Congratulations 🎉
LAL	lezzgo Lakers 💜💛 last 1 game vs. pelicans
LAL	Refs helped the lakers win this game, just like they did against the pacers.
LAL	"Lebron haters - "" They barely beat the G-league Memphis"" "
	Play in team fir the win hahhahah you guys are silly
	G LEAGUE? SERIOUSLY?
	Lefloppy is such a goat that he only has 5 more wins than the Houston Rockets 🤣🤣🤣🤣 #whatajoke
	2024 WCF The Los Angeles Lakers. Memba mi tell yuh dat!!
LAL	Sometimes teams play better with young guys. That Memphis team play very well a lot of three pointers
