TEAM_ABBREVIATION	COMMENT
OKC	A good not to popular player... On a good team
OKC	Superstar in the making!!
MEM	Welcome back Bane . 3’s specialist 😊😊
OKC	Really like this young player !!!
OKC	Jalen Williams hit 23
OKC	JDub is him
OKC	BOOM💥💥💥
OKC	#ThunderNation #ThunderUp
OKC	Wow only a 6 point win against a very depleted Grizzlies 🤣
OKC	Carl Anthony Nuñez wins a win
	Carl Anthony Nuñez they were hitting a lot of threes
	a win is a win, strong team tends to relax when facing weak teams!
	Carl Anthony Nuñez a win is a win even if it's by one point lol
	Carl Anthony Nuñez yet you are still following the team 🤣
	Carl Anthony Nuñez a win is a win
	Warriors beat lakers 128-121.
OKC	jdub🔥
OKC	Good take
OKC	Jalen Williams
OKC	👊 JDUB #8 ⚡🔥⚡OKC THUNDER GOT HER DONE!!
OKC	J-Dub 🔥
OKC	Oklahoma City Thunder Vs Memphis Grizzlies
OKC	did reallyyy well
	nobody knows me
OKC	Did Shai play?
	Anim lang lamang oh Jerico A Rabago
	Legit Online Pustahan for NBA 🏀
SPAM	Your beauty can’t be exposed by a sentence; what a cute smile you have, it gives happiness💞
SPAM	https://youtu.be/YMNeHEvNfNo?si=jcuN1pv33WTmoXhi
SPAM	https://youtu.be/ZVu3l8Op2n8?si=K4GDgqNihUDmSG6f
SPAM	"The First 7 people To Message me ""STRUGGLING"" Get paid $5K. GOD BLESS Y'ALL ❤️"
SPAM	Am Doing this for the citizens of the state, Does struggling to meet up with their taxes/bills...Am Given 💲5 Grand To The First 5 People To Message me up With “ Alive 🕊️✨
	😎
