TEAM_ABBREVIATION	COMMENT
IND	Good game 😎🥰🏆
	New Orleans Pelicans Vs Indiana Pacers
IND	Pascal Siakam
IND	Siakam game isn’t it. No Leonard no ring. Haliburton def won’t do it.
	Titsu Yang  guess u been living under a rock then
IND	Titsu Yang you didn't watch, Pascal Siakam,'s games from game one to the 🏆, take a look at the videos.... He is a complete Champion 🌶️🏆💯🏆
	Titsu Yang always the same group of people with funny comments 🤦‍♂️
IND	Let's gooooo!!!
IND	He was my favourite raptor until he left glad to see he is on a winning team now tho
IND	Good job
IND	Good game my bro,
IND	Good
IND	they didn't win
IND	Cleto Inablan yes they did.  Derp
IND	Cleto Inablan it’s not too late to delete this….
IND	and they've changed it 🤣🤣🤣
IND	Cleto Inablan yes they did 🤡
IND	They might upset the Celtics
IND	Well done Spicy P 🌶️🏆💯
IND	Awesome
IND	top 3 greatest player all of time 🔥🔥💪🏻💪🏽
IND	So you are just going to ignore Magic, Bird, LeBron, Wilt, Kareem etc???
IND	*33. curry
	Edner Serrado Azuela you are out of Topic 😂
SPAM	I'm legitimately paying
SPAM	Things are kinda tough out here especially this time of the year so I’m gifting 5 grand to the first 5 people to message me with “TOUGH TIME” let’s spread love and end inhumanity.
SPAM	I’M 🅿️AYING 5 GRANDS TO THE FIRST 6 PEOPLE TO DM ME “ALIVE”❤️🕊
SPAM	https://www.instagram.com/reel/C30SikspV07/?igsh=MWV4Y2dsYmo2cGppaQ== #CEASEFIRENOW #STOPBOMBINGCIVILIANS
IND	Respect ✊🏽
SPAM	‼️NEW PODCAST ALERT‼️
SPAM	Ain’t nothing wrong with making $10,000 a week sports betting don’t let social media get you greedy now your chasing all these odds $10,000 a week at home is GREAT INCOME @Daddyrisky1
