TEAM_ABBREVIATION	COMMENT
NYK	Good game for both... They were the spark to the victory
NYK	I congratulate the Knicks team on the victory in the New York derby!
NYK	4th Quarter was the Game
	I hope the kings win today
	Vilanova Knicks
NYK	George Dritsanos when we get healthy we’re gonna be scary
NYK	Peter Karasavidis playoffs will be interesting.
BKN	Brooklyn is just a farm of a team just like Charlotte and Washington.
NYK	👍👍
SPAM	https://pkqdeal.com/k1/
	Anyone interested in my fanduel picks?
	Brooklyn Nets Vs New York Knicks
NYK	Yes sir miles McBride
NYK	👍👍
SPAM	https://pkqdeal.com/k1/
NYK	🏀
NYK	🧡💙
	combiiine forces
	Ang sinayang Ng warriors
	Marjon Lauronal Caitom donte divincenzo Milwaukee bucks champion 2021
NYK	💕💕💕💕💕
	Brett Broseker
	Brandon Broseker inbox me directly on messenger I got the players
	Brandon Broseker check your inbox I just message you
	Thomas Turner
NYK	I don't understand why Golden State Warriors let him go . . .
NYK	Good Home Win For The Knicks
NYK	BETTER THAN JULIUS RANDLE! THEY SHOULD TRADE HIM THIS OFFSEASON
	Big Ragu
	I love NBA games ❤️❤️
SPAM	https://earnglobal.co/share/dndnicco
	I'm telling yall deuce is going to be a problem
NYK	Warriors should not traded this man??
SPAM	I,mma do this once sending 5grands to the first 5 people to message Tough because I feel most of the citizens are going through hard times y,all stay blessed
BKN	Let go  leonie  walker
NYK	Let’s go
NYK	Donte Divicenzo
SPAM	https://www.snapchat.com/add/amber_0britney...
SPAM	The world is rotten and people don't mind, we aren´t here to enjoy or have fun, this life is a proof. It´s incredible, no matter how difficult the situation gets, almost no one wants to obey GOD - JESUS CHRIST and TRULY do his will (far away from relig… Wyświetl więcej
	Rahman ve Rahim Olan Allah'ın Adıyla: Rasûlüm! Artık şu Kur’an’ı yalanlayanla beni başbaşa bırak! Yakında biz onları bilemeyecekleri, farkına varamayacakları yerden yavaş yavaş helâke sürükleyeceğiz.Kalem Süresi
SPAM	https://www.facebook.com/profile.php?id=61557651715920
SPAM	https://youtube.com/@Prayers-bt3cy?si=FWWexo-iFuDGFWx7
SPAM	I’m honestly paying 5 GRANDS to the first 5 people to message me “ HARDSHIP “ Let’s end inhumanity ❤️🖤💰
SPAM	As a millionaire who is living his best life.
SPAM	Good day to you, we have project cash and geniune receiver is needed for a Swift transfer.
SPAM	I’m helping those in need, paying of their bills, debts and mortgages of the 5 first person that sends “GOD NEVER FAIL”❤️🕊️
SPAM	Wassup Fam, Actually I was strolling through my explore I think I might have a proposal for you….I’ve checked your timeline and I think we can use your influence…. DM me ASAP let's Stack Up💰
SPAM	Send me a friend request
SPAM	If you're still depending on your salaries, you're one step away from poverty. Don't let your fears get the best of you because fear is just an illusion that stands between you and your success and you need to take charge and stand your ground in order… Wyświetl więcej
SPAM	𝗜’𝗠 𝗣𝗔𝗬𝗜𝗡𝗚 𝗕𝗜𝗟𝗟𝗦 𝗢𝗙 𝗙𝗜𝗥𝗦𝗧 𝗙𝗜𝗩𝗘 𝗣𝗘𝗢𝗣𝗟𝗘 𝗧𝗢 𝗗𝗠 ‘’𝗦𝗨𝗣𝗣𝗢𝗥𝗧’’ 🇺🇸🇨🇦🇬🇧🥶💰✅
SPAM	I’m Giving out 3 Grands to 7 Luckiest people to inbox me “STRUGGLING”
SPAM	As a millionaire who is living his best life.
