TEAM_ABBREVIATION	COMMENT
DAL	MVP, Most Versatile since Pistol Pete.
DAL	Thank you so much Luka for my parlay -3.5.🥰
DAL	Second best player in NBA right now jus behind Jokic
	Vincent Mugwagwa embiid the best player in the league behind Lebron 🔥
DAL	International players  dominating the NBA
DAL	Great job Luka
DAL	I just needed a couple more 3’s
DAL	What an assist!!!!
DAL	Triple Double Kings
DAL	Good job LD
DAL	Holy chips
DAL	MVP
DAL	🥇!
DAL	happy birthday Luka...
TOR	Bounce Back Raptors 😭
DAL	Count me in!Thank you😍
DAL	happy birthday luka!
DAL	Happy birthday Luka
DAL	This guy by far best player in the NBA and yet LeBron get more publicity from the NBA than luka..
DAL	How this bloke isn’t favourite for MVP blows my mind.
DAL	Happy birthday Luka🎂🥳💙
DAL	Luka and kyrie is the dangerous player if healthy of two of them
DAL	Bro celebrated his birthday with a triple-double
DAL	Ricardo B. Cabug and a W
DAL	On his Bday.... thats my guy Luka Magic 🧝‍♀️
DAL	Happy Birthday to the 25 year old 🐐
DAL	Happy birthday Luka the 🐐
DAL	Happy birthday Luka!
DAL	Happy birthday 🎈🎁🎊
DAL	Luka Magic ❤
SPAM	"A supportive message for those in our state dealing with tax or bill issues – chime in with a ""GOD DID,"" and the first four responders might just find a boost of 5 grands coming their way!"
DAL	Happy birthday 🎂 🎂 🎂 🎂 🎂 idol
DAL	He just like a baby 🫣 how he can always triple double?🤔
SPAM	"A supportive message for those in our state dealing with tax or bill issues – chime in with a ""GOD DID,"" and the first four responders might just find a boost of 5 grands coming their way!"
DAL	Jokic number one , Luka number two… white dudes from east Europe own the league
